"","annotated_genes","seqnames","start","end","width","strand","segment_id","average_shap_value","reliability_shap_value","shap_variance","z_score","avg_meth_R","avg_meth_S","diff","direction","mean_coef","gene_symbol","avg_depth","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","RPMI8226_1_3b","JJN3_1_3b","OPM_4_1","MM1R_1_2","OPM_2_1","OPM_3_3","JJN3_4_2b","OPM_4_3","RPMI8226_4_1b","MM1R_3_1","MM1R_2_2","RPMI8226_2_3b","JJN3_2_2b","JJN3_3_3b","RPMI8226_3_2b","MM1R_4_2","type","description"
"2064","LMF1","chr16",1041230,1042097,868,"*","chr16:1041230-1042097",-0.0001227059742127,0.0001227059742127,6.65409649013516e-08,3.95888490381882,0.55,0,0.55,"M",-4.27346502951237e-05,"",5.0025,-59912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2065","LMF1","chr16",1015812,1017696,1885,"*","chr16:1015812-1017696",-9.30668109173502e-05,9.30668109173502e-05,3.76889795146923e-08,2.82239771174871,0.375,0.01,0.365,"M",-4.27346502951297e-05,"",3.655,-34494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2066","LMF1","chr16",1045865,1046701,837,"*","chr16:1045865-1046701",-0.0001056321536069,0.0001056321536069,4.9060959031966e-08,3.30420453228627,0.49,0.03,0.46,"M",-4.2734650295144e-05,"",5.1925,-64547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2067","LMF1","chr16",984059,984271,213,"*","chr16:984059-984271",-0.0001028434487006,0.0001028434487006,4.64278213829695e-08,3.19727413830387,0.535,0,0.535,"M",-4.27346502951308e-05,"SOX8",4.8125,-2741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2068","LMF1","chr16",1054157,1054278,122,"*","chr16:1054157-1054278",-0.0001016058859487,0.0001016058859487,4.52792646693567e-08,3.14982090209191,0.53,0,0.53,"M",-4.27346502951356e-05,"",4.3525,-72839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2069","LMF1","chr16",1037773,1038138,366,"*","chr16:1037773-1038138",-8.00581382929151e-05,8.00581382929151e-05,2.72500995539705e-08,2.32359180160379,0.535,0,0.535,"M",-4.27346502951285e-05,"",4.9975,-56455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2070","LMF1","chr16",985322,985894,573,"*","chr16:985322-985894",-7.90618175866489e-05,7.90618175866489e-05,2.65066147607325e-08,2.28538877574304,0.53,0,0.53,"M",-4.27346502951297e-05,"",5.68,-4004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2071","LMNTD1","chr12",25282125,25282833,709,"*","chr12:25282125-25282833",-0.0001030056502346,0.0001030056502346,4.87123996528068e-08,3.20349361096683,0.645,1,-0.355,"U",4.27346502951176e-05,"",2.8775,365746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2072","LMNTD1","chr12",25627891,25627965,75,"*","chr12:25627891-25627965",8.21250636283027e-05,8.21250636283027e-05,2.88848684169041e-08,2.40284620386948,0,0.45,-0.45,"U",1.67296221985043e-05,"",2.665,20614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2073","LMNTD1","chr12",25681125,25682785,1661,"*","chr12:25681125-25682785",7.2886609369605e-05,7.2886609369605e-05,2.28214786609926e-08,2.04860594293879,0,0.57,-0.57,"U",1.67296221985043e-05,"",3.3225,-32546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2074","LMO1","chr11",8410669,8412660,1992,"*","chr11:8410669-8412660",-9.13020289281166e-05,9.13020289281166e-05,3.80763630525479e-08,2.75472872569908,0.56,1,-0.44,"U",4.27346502950986e-05,"",1.5025,-141953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2075","LMO2","chr11",33868521,33868586,66,"*","chr11:33868521-33868586",-0.0001125210148986,0.0001125210148986,5.81658118282559e-08,3.5683517535784,0.515,1,-0.485,"U",4.27346502951552e-05,"LMO2",3.7525,23490,"ENSG00000135363",33.5728540945313,1.95900218808867,1.52966345866451,0.0105959283329872,0.0319187359356283,0,124.607073651908,8.93928479767858,0,13.4665636542047,7.15447345528646,0,7.18800834595455,91.3964681545791,1.90700905727912,0,132.074212033079,0,0,147.689407250335,2.74316511219647,"protein_coding","LIM domain only 2 [Source:HGNC Symbol;Acc:HGNC:6642]"
"2076","LMO4","chr1",86946146,86947783,1638,"*","chr1:86946146-86947783",-8.49665491536429e-05,8.49665491536429e-05,3.27747281010125e-08,2.51180042345439,0.695,1,-0.305,"U",4.27346502951105e-05,"",1.72,-381097,"ENSG00000143013",5421.90232593169,-1.63984619073399,0.243856945467489,8.35367957088101e-13,2.10761870015508e-11,3275.78543228704,1768.19192541264,9974.61650970063,6394.08987856232,10228.25117077,9503.52557310551,3709.08173611082,8846.64127178357,1444.80275416077,7232.33184973104,7179.0036874663,1761.35944955039,3515.48627008974,3152.07418805416,1682.34319843079,7082.8523196913,"protein_coding","LIM domain only 4 [Source:HGNC Symbol;Acc:HGNC:6644]"
"2077","LMO4","chr1",88081756,88083344,1589,"*","chr1:88081756-88083344",7.85296027650712e-05,7.85296027650712e-05,2.6443876376225e-08,2.26498147469597,0,0.52,-0.52,"U",1.67296221985043e-05,"",2.565,752876,"ENSG00000143013",5421.90232593169,-1.63984619073399,0.243856945467489,8.35367957088101e-13,2.10761870015508e-11,3275.78543228704,1768.19192541264,9974.61650970063,6394.08987856232,10228.25117077,9503.52557310551,3709.08173611082,8846.64127178357,1444.80275416077,7232.33184973104,7179.0036874663,1761.35944955039,3515.48627008974,3152.07418805416,1682.34319843079,7082.8523196913,"protein_coding","LIM domain only 4 [Source:HGNC Symbol;Acc:HGNC:6644]"
"2078","LMX1A","chr1",165182650,165184568,1919,"*","chr1:165182650-165184568",7.3306007308473e-05,7.3306007308473e-05,2.30819318594848e-08,2.06468738157973,0,0.45,-0.45,"U",1.67296221984999e-05,"",2.34,172147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2079","LNX1","chr4",53639797,53640361,565,"*","chr4:53639797-53640361",-0.0001136893678163,0.0001136893678163,5.7018847146723e-08,3.61315120063261,0.665,1,-0.335,"U",4.27346502951166e-05,"",2.6375,61044,"ENSG00000072201",77.4446781007216,-1.14179637770585,0.276516436232096,3.72922706745516e-06,3.17619274249764e-05,43.0821945063585,28.0804673018385,117.023364624156,144.112668862304,132.289184132481,119.241224254774,80.1045139343305,68.2860792865683,32.3118826809118,89.6294256921184,107.911587270004,22.1973465601813,70.7549249294407,48.7811326497935,40.2124623701406,95.0963905561445,"protein_coding","ligand of numb-protein X 1 [Source:HGNC Symbol;Acc:HGNC:6657]"
"2080","LOC100652777","chr16",14834493,14834823,331,"*","chr16:14834493-14834823",-7.76156325361876e-05,7.76156325361876e-05,2.54416196469022e-08,2.22993610419388,0.25,0,0.25,"M",-4.27346502951297e-05,"NOMO1",5.125,-88316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2081","LOC100996696","chr12",59962231,59964231,2001,"*","chr12:59962231-59964231",8.10460956703593e-05,8.10460956703593e-05,2.81414789101398e-08,2.36147414310532,0,0.445,-0.445,"U",1.67296221984999e-05,"",1.8375,150129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2082","LOC101927345","chr21",8548907,8548946,40,"*","chr21:8548907-8548946",-0.0001266548017894,0.0001266548017894,7.09162164302e-08,4.11029916338617,0.635,1,-0.365,"U",4.27346502951226e-05,"",1.9875,827699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2083","LOC101929614","chr6",170245513,170245565,53,"*","chr6:170245513-170245565",-0.0001433210036574,0.0001433210036574,9.07577457514051e-08,4.74934975920328,0.55,0,0.55,"M",-4.2734650295138e-05,"",3.595,98318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2084","LOC101929614","chr6",170090745,170090789,45,"*","chr6:170090745-170090789",-0.0001044540112174,0.0001044540112174,4.79409351418143e-08,3.25902971669449,0.285,0,0.285,"M",-4.2734650295138e-05,"",3.16,-56406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2085","LOC101930434","chr15",31157728,31158278,551,"*","chr15:31157728-31158278",-0.0001115368617564,0.0001115368617564,5.48419573103146e-08,3.53061528207355,0.33,0,0.33,"M",-4.27346502951297e-05,"",2.095,366155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2086","LOC101930434","chr15",31762806,31764801,1996,"*","chr15:31762806-31764801",7.78109022648922e-05,7.78109022648922e-05,2.59683547889127e-08,2.23742354719151,0,0.43,-0.43,"U",1.67296221984999e-05,"",3.09,971233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2087","LOC101930434","chr15",31613469,31614945,1477,"*","chr15:31613469-31614945",8.10460956703593e-05,8.10460956703593e-05,2.81414789101398e-08,2.36147414310532,0,0.445,-0.445,"U",1.67296221984999e-05,"",2.965,821896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2088","LOC101930434","chr15",30784145,30784158,14,"*","chr15:30784145-30784158",-7.66147924987902e-05,7.66147924987902e-05,2.62747170402319e-08,2.19155978862532,0.565,1,-0.435,"U",4.27346502951236e-05,"",3.865,-7415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2089","LOC101930434","chr15",31440784,31440799,16,"*","chr15:31440784-31440799",-7.30541179919791e-05,7.30541179919791e-05,2.36723949627911e-08,2.05502891115796,0.63,1,-0.37,"U",4.27346502951129e-05,"",4.95,649211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2090","LOC102723475","chr21",8548907,8548946,40,"*","chr21:8548907-8548946",-0.0001266548017894,0.0001266548017894,7.09162164302e-08,4.11029916338617,0.635,1,-0.365,"U",4.27346502951226e-05,"",1.9875,-719275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2091","LOC102723475","chr21",8255149,8255213,65,"*","chr21:8255149-8255213",-8.98685271775741e-05,8.98685271775741e-05,3.49965930098062e-08,2.69976238393485,0.33,0,0.33,"M",-4.27346502951237e-05,"",32.75,-425517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2092","LOC102723564","chr15",23424269,23426260,1992,"*","chr15:23424269-23426260",-9.21422702963275e-05,9.21422702963275e-05,3.88035365317993e-08,2.78694702901964,0.625,0.95,-0.325,"U",4.27346502951613e-05,"",2.35,114662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2093","LOC102724200","chr21",5281146,5282512,1367,"*","chr21:5281146-5282512",-7.2793416604216e-05,7.2793416604216e-05,2.20119660160793e-08,2.04503254974942,0.26,0,0.26,"M",-4.27346502951237e-05,"",3.4075,-117451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2094","LOC102724334","chr21",5281146,5282512,1367,"*","chr21:5281146-5282512",-7.2793416604216e-05,7.2793416604216e-05,2.20119660160793e-08,2.04503254974942,0.26,0,0.26,"M",-4.27346502951237e-05,"",3.4075,690871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2095","LOC102724474","chr13",113155714,113155878,165,"*","chr13:113155714-113155878",-9.394527314769e-05,9.394527314769e-05,4.03829285755673e-08,2.85608155982322,0.3,0,0.3,"M",-4.2734650295138e-05,"",5.435,-1712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2096","LOC105375012","chr6",30450338,30450403,66,"*","chr6:30450338-30450403",-0.0001915234736948,0.0001915234736948,1.60658873449891e-07,6.59763033573829,0.44,1,-0.56,"U",4.2734650295144e-05,"",4.245,31231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2097","LOC105378947","chr1",909931,909993,63,"*","chr1:909931-909993",-0.0001834623194601,0.0001834623194601,1.47674051956332e-07,6.28853259064684,0.45,0,0.45,"M",-4.2734650295138e-05,"",4.7725,-82135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2098","LOC105378947","chr1",779568,779578,11,"*","chr1:779568-779578",-9.1402325098115e-05,9.1402325098115e-05,3.62775379874944e-08,2.75857449258126,0.64,1,-0.36,"U",4.27346502951585e-05,"",5.5,48218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2099","LOC105379199","chr5",127321442,127322989,1548,"*","chr5:127321442-127322989",-7.33323316775124e-05,7.33323316775124e-05,2.2385969961148e-08,2.0656967659525,0.695,1,-0.305,"U",4.27346502951573e-05,"",2.3175,-30706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2100","LOC107983983","chr15",21639775,21641449,1675,"*","chr15:21639775-21641449",7.42848191584883e-05,7.42848191584883e-05,2.36952696153463e-08,2.10221904601645,0,0.455,-0.455,"U",1.67296221985043e-05,"",2.33,543953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2101","LOC107986346","chr5",31790737,31790762,26,"*","chr5:31790737-31790762",-0.0001375135066394,0.0001375135066394,8.35913166193202e-08,4.52666648325685,0.61,1,-0.39,"U",4.27346502951215e-05,"",3.25,-132605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2102","LOC107987020","chr9",62616710,62616732,23,"*","chr9:62616710-62616732",-7.99408390500876e-05,7.99408390500876e-05,2.71621530826692e-08,2.31909406711027,0.605,1,-0.395,"U",4.27346502951153e-05,"",4.6925,185983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2103","LOC112267908","chr3",125852404,125854378,1975,"*","chr3:125852404-125854378",8.03269373574922e-05,8.03269373574922e-05,2.7651167677468e-08,2.33389866118304,0,0.53,-0.53,"U",1.67296221985043e-05,"",3.07,85888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2104","LOC112267992","chr7",7109314,7110677,1364,"*","chr7:7109314-7110677",8.57235012022786e-05,8.57235012022786e-05,3.14314935397419e-08,2.54082507235259,0,0.56,-0.56,"U",1.67296221985043e-05,"",3.92,-4832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2105","LOC112268044","chr9",43301445,43301471,27,"*","chr9:43301445-43301471",-0.0001915234736948,0.0001915234736948,1.60658873449891e-07,6.59763033573829,0.44,1,-0.56,"U",4.2734650295144e-05,"",2.5875,456091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2106","LOC112268067","chr10",132990156,132990248,93,"*","chr10:132990156-132990248",-0.0001024625345827,0.0001024625345827,4.60729949747223e-08,3.18266832733789,0.365,0,0.365,"M",-4.27346502951237e-05,"",3.84,-23405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2107","LOC112268067","chr10",132978099,132978157,59,"*","chr10:132978099-132978157",-8.40741202938644e-05,8.40741202938644e-05,3.20536456850622e-08,2.47758103747298,0.33,0,0.33,"M",-4.27346502951297e-05,"",2.595,-35496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2108","LOC122319436","chr2",222375154,222377099,1946,"*","chr2:222375154-222377099",7.42848191584883e-05,7.42848191584883e-05,2.36952696153463e-08,2.10221904601645,0,0.455,-0.455,"U",1.67296221985043e-05,"",2.635,-54999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2109","LOC124900276","chr9",136747333,136747426,94,"*","chr9:136747333-136747426",-0.0001553283012154,0.0001553283012154,1.0643092153278e-07,5.20975883856861,0.47,0,0.47,"M",-4.27346502951237e-05,"",4.6425,-19149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2110","LOC124900276","chr9",136733435,136733484,50,"*","chr9:136733435-136733484",-8.67192752559873e-05,8.67192752559873e-05,3.2425677069e-08,2.57900713731022,0.75,0.33,0.42,"M",-4.27346502951381e-05,"",4.71,-5251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2111","LOC124900389","chr17",20902105,20902290,186,"*","chr17:20902105-20902290",-7.43390559282647e-05,7.43390559282647e-05,2.45998587609464e-08,2.1042987064163,0.395,0.77,-0.375,"U",4.27346502951057e-05,"",3.4275,33608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2112","LOC124900597","chrX",721093,721107,15,"*","chrX:721093-721107",-0.0001507498206805,0.0001507498206805,1.00318475768428e-07,5.03420109980489,0.465,1,-0.535,"U",4.27346502951585e-05,"",2.555,-675320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2113","LOC124900597","chrX",2221679,2223280,1602,"*","chrX:2221679-2223280",-8.23056861122078e-05,8.23056861122078e-05,2.89565727827844e-08,2.40977201137329,0.215,0.5,-0.285,"U",4.27346502951429e-05,"",1.0175,825252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2114","LOC124900868","chr4",105127171,105128403,1233,"*","chr4:105127171-105128403",7.72229775417346e-05,7.72229775417346e-05,2.55824348318863e-08,2.21488009982391,0,0.47,-0.47,"U",1.6729622198502e-05,"",2.1725,12216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2115","LOC124900868","chr4",105036077,105037769,1693,"*","chr4:105036077-105037769",7.42848191584883e-05,7.42848191584883e-05,2.36952696153463e-08,2.10221904601645,0,0.455,-0.455,"U",1.67296221985043e-05,"",3.135,102850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2116","LOC124901165","chr5",2599139,2599245,107,"*","chr5:2599139-2599245",-0.0001050965119945,0.0001050965119945,4.85503618678863e-08,3.28366583400919,0.315,0,0.315,"M",-4.27346502951297e-05,"",4.6275,668075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2117","LOC124901165","chr5",1959818,1960045,228,"*","chr5:1959818-1960045",-0.0001174624531276,0.0001174624531276,6.09242307139336e-08,3.75782678030965,0.375,0,0.375,"M",-4.27346502951237e-05,"",3.825,28754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2118","LOC124901165","chr5",2496961,2496998,38,"*","chr5:2496961-2496998",-7.25877456034451e-05,7.25877456034451e-05,2.33390174793793e-08,2.03714627928266,0.32,0.86,-0.54,"U",4.27346502951237e-05,"",3.0275,565897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2119","LOC124901178","chr5",28687972,28688135,164,"*","chr5:28687972-28688135",-7.75659322517871e-05,7.75659322517871e-05,2.69869363176801e-08,2.22803039126601,0.69,1,-0.31,"U",4.27346502951359e-05,"",2.775,239324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2120","LOC124901498","chr6",163640183,163640354,172,"*","chr6:163640183-163640354",-8.49665491536429e-05,8.49665491536429e-05,3.27747281010125e-08,2.51180042345439,0.695,1,-0.305,"U",4.27346502951105e-05,"",2.1775,73952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2121","LOC124901498","chr6",163640914,163640939,26,"*","chr6:163640914-163640939",-7.1717513471183e-05,7.1717513471183e-05,2.12722857775607e-08,2.0037780069537,0.7,1,-0.3,"U",4.27346502951525e-05,"",2.41,73367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2122","LOC124902436","chr10",62351311,62351939,629,"*","chr10:62351311-62351939",0.0001037499212457,0.0001037499212457,4.57488671728097e-08,3.2320320168285,0,0.55,-0.55,"U",1.67296221985043e-05,"",2.395,-22253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2123","LOC124902561","chr10",131079785,131081423,1639,"*","chr10:131079785-131081423",-9.50679312686846e-05,9.50679312686846e-05,3.94152966083954e-08,2.89912888079065,0.265,0,0.265,"M",-4.2734650295144e-05,"",1.8875,899600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2124","LOC124903061","chr12",132596321,132596351,31,"*","chr12:132596321-132596351",-8.86663466390652e-05,8.86663466390652e-05,3.58318952517913e-08,2.65366584703354,0.43,0,0.43,"M",-4.27346502951237e-05,"",5.875,45592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2125","LOC124903206","chr13",106919669,106919716,48,"*","chr13:106919669-106919716",-9.39452731478431e-05,9.39452731478431e-05,4.03829285756871e-08,2.85608155982909,0.4,1,-0.6,"U",4.27346502951542e-05,"",1.99,-950667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2126","LOC124903230","chr13",23063935,23064071,137,"*","chr13:23063935-23064071",-8.80824845289964e-05,8.80824845289964e-05,3.35287741389313e-08,2.63127817692914,0.375,1,-0.625,"U",4.27346502951368e-05,"",2.51,137369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2127","LOC124903230","chr13",22443491,22443575,85,"*","chr13:22443491-22443575",-7.75659322517871e-05,7.75659322517871e-05,2.69869363176801e-08,2.22803039126601,0.69,1,-0.31,"U",4.27346502951359e-05,"",1.1625,-482991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2128","LOC124903233","chr13",55602326,55602417,92,"*","chr13:55602326-55602417",-0.0001008189693431,0.0001008189693431,4.45553285183768e-08,3.11964728907413,0.39,1,-0.61,"U",4.27346502951226e-05,"",2.0275,663722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2129","LOC124903233","chr13",54857021,54858295,1275,"*","chr13:54857021-54858295",-7.96956497208635e-05,7.96956497208635e-05,2.69786765636718e-08,2.30969250170446,0.245,0.5,-0.255,"U",4.27346502951215e-05,"",2.51,-80309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2130","LOC124903827","chr1",3222964,3224932,1969,"*","chr1:3222964-3224932",-0.0002100930858326,0.0002100930858326,1.9254927248423e-07,7.30966549496253,0.505,0,0.505,"M",-4.2734650295138e-05,"",3.0075,-153876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2131","LOC124903827","chr1",3186443,3186641,199,"*","chr1:3186443-3186641",-0.0001856599649555,0.0001856599649555,1.51162435438388e-07,6.37279934046498,0.5,0,0.5,"M",-4.27346502951297e-05,"",2.44,-117355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2132","LOC124903827","chr1",3332166,3332354,189,"*","chr1:3332166-3332354",-0.0001617460532204,0.0001617460532204,1.15281306033451e-07,5.45584179586811,0.405,0,0.405,"M",-4.2734650295144e-05,"",7.195,-263078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2133","LOC124903827","chr1",3210522,3211795,1274,"*","chr1:3210522-3211795",-0.0001021007690908,0.0001021007690908,4.57370825567594e-08,3.1687967533002,0.28,0,0.28,"M",-4.2734650295144e-05,"",4.9175,-141434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
