"","annotated_genes","seqnames","start","end","width","strand","segment_id","average_shap_value","reliability_shap_value","shap_variance","z_score","avg_meth_R","avg_meth_S","diff","direction","mean_coef","gene_symbol","avg_depth","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","SH.SY5Y_C2","SH.SY5Y_C1","SH.SY5Y_J2","SH.SY5Y_J4","SH.SY5Y_C4","SH.SY5Y_J3","SH.SY5Y_J1","SH.SY5Y_C3","type","description"
"144","GRM4","chr6",34163808,34163818,11,"*","chr6:34163808-34163818",0.000199092744931246,0.000199092744931246,1.79639501949664e-07,2.83158782811041,0.2,0.665,-0.465,"U",6.86826474002319e-05,"",5.525,-8186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","GRM7","chr3",6140562,6142560,1999,"*","chr3:6140562-6142560",-0.00019976103136593,0.00019976103136593,1.7571993714711e-07,2.84291026567429,0.61,0.07,0.54,"M",-5.98379218158879e-05,"",2.655,-627441,"ENSG00000196277",388.343643937319,0.266850894855323,0.116842631385463,0.0110233749822236,0.0370413317499322,480.828159373483,384.366273036564,325.464909352869,326.511748833041,403.081615340196,314.763632453715,419.437380229124,452.295432879557,"protein_coding","glutamate metabotropic receptor 7 [Source:HGNC Symbol;Acc:HGNC:4599]"
"146","GRM7","chr3",6367028,6367393,366,"*","chr3:6367028-6367393",-0.000219232890839921,0.000219232890839921,2.113092279955e-07,3.17281208876145,0.625,0.12,0.505,"M",-5.983792181587e-05,"",3.79,-402608,"ENSG00000196277",388.343643937319,0.266850894855323,0.116842631385463,0.0110233749822236,0.0370413317499322,480.828159373483,384.366273036564,325.464909352869,326.511748833041,403.081615340196,314.763632453715,419.437380229124,452.295432879557,"protein_coding","glutamate metabotropic receptor 7 [Source:HGNC Symbol;Acc:HGNC:4599]"
"147","GRM7","chr3",6203796,6205428,1633,"*","chr3:6203796-6205428",-0.000224694917658158,0.000224694917658158,2.21837484996402e-07,3.26535243435579,0.555,0,0.555,"M",-5.98379218158678e-05,"",3.3375,-564573,"ENSG00000196277",388.343643937319,0.266850894855323,0.116842631385463,0.0110233749822236,0.0370413317499322,480.828159373483,384.366273036564,325.464909352869,326.511748833041,403.081615340196,314.763632453715,419.437380229124,452.295432879557,"protein_coding","glutamate metabotropic receptor 7 [Source:HGNC Symbol;Acc:HGNC:4599]"
"148","GRM7","chr3",6078271,6080078,1808,"*","chr3:6078271-6080078",-0.00015394493075947,0.00015394493075947,1.03957944096037e-07,2.06667134832766,0.585,0,0.585,"M",-5.9837921815879e-05,"",2.2425,-689923,"ENSG00000196277",388.343643937319,0.266850894855323,0.116842631385463,0.0110233749822236,0.0370413317499322,480.828159373483,384.366273036564,325.464909352869,326.511748833041,403.081615340196,314.763632453715,419.437380229124,452.295432879557,"protein_coding","glutamate metabotropic receptor 7 [Source:HGNC Symbol;Acc:HGNC:4599]"
"149","GRPR","chrX",15911526,15913115,1590,"*","chrX:15911526-15913115",0.000220167206986403,0.000220167206986403,2.16427412769727e-07,3.18864173258544,0.78,0.375,0.405,"M",-6.86826474003352e-05,"",2.815,-210450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","GSPT2","chrX",51745439,51746140,702,"*","chrX:51745439-51746140",0.000165975453096231,0.000165975453096231,1.22540024084286e-07,2.2704983766035,0.22,0.69,-0.47,"U",6.86826474002885e-05,"",3.3625,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","HAS3","chr16",69106941,69107087,147,"*","chr16:69106941-69107087",0.000157348332727412,0.000157348332727412,1.11745561702228e-07,2.12433345889406,0,0.415,-0.415,"U",6.86826474002436e-05,"HAS3",1.925,1288,"ENSG00000103044",90.1935760622175,0.716892564147493,0.188430399462448,5.585510297007e-06,4.45282634192726e-05,126.592171290016,96.9469828133767,63.2848434852801,81.283515532276,121.492205187045,60.323251428476,57.7554857651841,113.870152996086,"protein_coding","hyaluronan synthase 3 [Source:HGNC Symbol;Acc:HGNC:4820]"
"152","HDAC4","chr2",239703924,239704295,372,"*","chr2:239703924-239704295",0.000155486668887614,0.000155486668887614,1.07083437034916e-07,2.09279223420797,0.12,0.455,-0.335,"U",6.86826474002766e-05,"",5.86,-302270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","HHLA2","chr3",108441034,108441869,836,"*","chr3:108441034-108441869",-0.000280324727176065,0.000280324727176065,3.42667104985948e-07,4.2078600362858,0.525,0,0.525,"M",-5.983792181587e-05,"",2.3825,144505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","HLCS","chr21",36705371,36705635,265,"*","chr21:36705371-36705635",0.000166240587832454,0.000166240587832454,1.22942148388002e-07,2.27499041974712,0,0.5,-0.5,"U",6.86826474002534e-05,"",1.8475,284601,"ENSG00000159267",1332.631885917,-0.393245751228954,0.0802785608964364,2.31178231428404e-07,2.39704541798072e-06,1277.02628932911,1088.08731298778,1618.28385483788,1514.07768762663,1096.83617019332,1426.10353377064,1538.56826833482,1102.07197025582,"protein_coding","holocarboxylase synthetase [Source:HGNC Symbol;Acc:HGNC:4976]"
"155","HMGA1","chr6",34163808,34163818,11,"*","chr6:34163808-34163818",0.000199092744931246,0.000199092744931246,1.79639501949664e-07,2.83158782811041,0.2,0.665,-0.465,"U",6.86826474002319e-05,"",5.525,-73055,"ENSG00000137309",6614.14045740649,0.294301228460353,0.0832606862993159,0.00018180388623465,0.0010338530639694,6943.69164102169,8300.94283430301,5960.28162279548,5593.40801798374,7071.527606588,5445.33350394743,6544.3593050648,7053.57912754774,"protein_coding","high mobility group AT-hook 1 [Source:HGNC Symbol;Acc:HGNC:5010]"
"156","HMGB4","chr1",33834370,33834740,371,"*","chr1:33834370-33834740",-0.000175533410171313,0.000175533410171313,1.41944860902963e-07,2.43243398774892,0.385,0,0.385,"M",-5.983792181587e-05,"",4.4275,-25735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","HPRT1","chrX",134500857,134502322,1466,"*","chrX:134500857-134502322",-0.000150580158644023,0.000150580158644023,9.93506175647177e-08,2.00966372372758,0.655,1,-0.345,"U",5.98379218159105e-05,"",2.6825,40692,"ENSG00000165704",1057.33225867398,0.325102918810479,0.0883635334829922,8.68684195996546e-05,0.000538116543994525,1128.2249651812,1277.41906765861,901.603549394186,1056.68570191959,1237.6308752699,890.928021097492,867.279097719814,1098.88679115104,"protein_coding","hypoxanthine phosphoribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5157]"
"158","HSPB3","chr5",54433693,54434456,764,"*","chr5:54433693-54434456",-0.000183648862575115,0.000183648862575115,1.48566605121863e-07,2.56992997506166,0.34,0.71,-0.37,"U",5.98379218158457e-05,"",2.895,-21243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","HTR1F","chr3",87449136,87451066,1931,"*","chr3:87449136-87451066",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",3.1525,-341640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","HTR1F","chr3",88012135,88013444,1310,"*","chr3:88012135-88013444",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",3.6325,219429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","HTR1F","chr3",87353592,87355467,1876,"*","chr3:87353592-87355467",-0.000215719558739118,0.000215719558739118,2.04663369275231e-07,3.11328748780006,0.575,0,0.575,"M",-5.983792181587e-05,"",3.39,-437239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","HUWE1","chrX",54045641,54045685,45,"*","chrX:54045641-54045685",-0.000178820719572198,0.000178820719572198,1.47219056905655e-07,2.48812920092834,0.57,1,-0.43,"U",5.9837921815844e-05,"PHF8",3.92,-358889,"ENSG00000086758",13143.443918571,-0.33416488559207,0.114458829613932,0.00119856455891694,0.00545956758707917,13724.1460085378,8912.27910239677,15417.6672589658,13758.9571122176,10799.1809676073,13963.2859556556,16365.6323188723,12206.4026243147,"protein_coding","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]"
"163","IGFL1","chr19",46175166,46175912,747,"*","chr19:46175166-46175912",-0.000159001393138723,0.000159001393138723,1.11052325212774e-07,2.15234042166478,0.22,0.55,-0.33,"U",5.98379218159148e-05,"",4.0125,-53830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","IGFL3","chr19",46175166,46175912,747,"*","chr19:46175166-46175912",-0.000159001393138723,0.000159001393138723,1.11052325212774e-07,2.15234042166478,0.22,0.55,-0.33,"U",5.98379218159148e-05,"",4.0125,-50478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","IGSF10","chr3",151698219,151699840,1622,"*","chr3:151698219-151699840",-0.000232047232132855,0.000232047232132855,2.36386434946074e-07,3.38991896342059,0.57,0,0.57,"M",-5.98379218158588e-05,"",3.27,-237158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","IGSF3","chr1",116746056,116746126,71,"*","chr1:116746056-116746126",0.000152531822212845,0.000152531822212845,1.04808313810673e-07,2.04272976810137,0,0.405,-0.405,"U",6.86826474002436e-05,"",4.6925,-78301,"ENSG00000143061",4957.87662226897,-0.168564299753382,0.0603332877556583,0.00402908570643248,0.0156663238331006,4842.70578066458,4361.47367386297,5258.39517686782,5186.99044032236,4767.71747271404,5066.37974497367,5536.95214352126,4642.39854522503,"protein_coding","immunoglobulin superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:5950]"
"167","IKZF4","chr12",56020509,56020659,151,"*","chr12:56020509-56020659",-0.000159001393138557,0.000159001393138557,1.11052325212556e-07,2.15234042166195,0.53,0.2,0.33,"M",-5.98379218158904e-05,"IKZF4",4.975,12850,"ENSG00000123411",395.919113894,0.878692240906423,0.128057278536946,2.10806484103951e-13,5.11382707007764e-12,529.688295660858,401.474564121278,259.714422614916,292.069581234619,552.959849776551,265.267631281632,279.309316405399,586.869250056749,"protein_coding","IKAROS family zinc finger 4 [Source:HGNC Symbol;Acc:HGNC:13179]"
"168","JARID2","chr6",14577422,14578304,883,"*","chr6:14577422-14578304",-0.000171080434909425,0.000171080434909425,1.2882892298859e-07,2.35698949006131,0.555,1,-0.445,"U",5.98379218159148e-05,"",3.1925,-667765,"ENSG00000008083",1748.99088171031,-0.265760531173777,0.0833871101658936,0.000742047804106441,0.00358612769852964,1584.623056411,1489.56187710906,1885.39520721081,1857.12167690692,1597.56572615114,1742.41391626098,2210.80425019188,1624.44134344066,"protein_coding","jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196]"
"169","KCNMB2","chr3",177407056,177408674,1619,"*","chr3:177407056-177408674",0.000175184501013266,0.000175184501013266,1.39049964687931e-07,2.42652259713493,1,0.645,0.355,"M",-6.86826474002552e-05,"",1.7425,-864258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","KIAA0319","chr6",24563745,24564138,394,"*","chr6:24563745-24564138",-0.000191491555101431,0.000191491555101431,1.6835615429267e-07,2.70280473033605,0.545,1,-0.455,"U",5.9837921815844e-05,"",4.55,82053,"ENSG00000137261",91.0239143622902,-0.511784142555689,0.19052627365115,0.000783974303936897,0.00375732616547715,83.2843232171161,58.168189688026,108.488303117623,123.991803354319,84.0226465779564,116.779627765383,93.7343129631677,59.7221082147302,"protein_coding","KIAA0319 [Source:HGNC Symbol;Acc:HGNC:21580]"
"171","KIF4B","chr5",155370520,155371386,867,"*","chr5:155370520-155371386",-0.000220910397331086,0.000220910397331086,2.14517272508293e-07,3.20123322904418,0.32,0.75,-0.43,"U",5.98379218158367e-05,"",3.6025,356765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","KLHL13","chrX",117748660,117749740,1081,"*","chrX:117748660-117749740",0.000155486668887667,0.000155486668887667,1.07083437034986e-07,2.09279223420888,0.55,0.215,0.335,"M",-6.86826474002885e-05,"",3.3325,367600,"ENSG00000003096",3464.76793986044,0.517342091453659,0.0773324824131476,2.18918821967032e-12,4.75604341290949e-11,3844.40435970208,4316.99211704272,2674.40104806625,3110.81657748948,4358.95865152398,2708.35931413491,2806.34852144272,3897.86292948139,"protein_coding","kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]"
"173","LACTB2","chr8",71261231,71261950,720,"*","chr8:71261231-71261950",0.000151329831595475,0.000151329831595475,1.03105989845131e-07,2.02236505169954,1,0.655,0.345,"M",-6.86826474002521e-05,"",3.1525,-592046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","LBX1","chr10",101161109,101161645,537,"*","chr10:101161109-101161645",0.000154567940634594,0.000154567940634594,1.07718322511851e-07,2.07722668814403,0.12,0.5,-0.38,"U",6.86826474002534e-05,"",3.5975,67818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","LEMD3","chr12",65155400,65155949,550,"*","chr12:65155400-65155949",0.000217878630819159,0.000217878630819159,2.14739493128421e-07,3.14986754921296,0,0.385,-0.385,"U",6.86826474002759e-05,"",2.4075,-13634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","LMO4","chr1",87511152,87511441,290,"*","chr1:87511152-87511441",0.0001984238338772,0.0001984238338772,1.75933510923008e-07,2.82025480793802,1,0.56,0.44,"M",-6.86826474002534e-05,"",2.3625,182272,"ENSG00000143013",632.905714637776,-0.294914176415206,0.117024649740609,0.0050007501220642,0.0189155646435316,514.14188866033,691.174959822427,729.008521707058,644.757377442461,504.135879467738,646.541515310333,809.52361195463,523.961962737233,"protein_coding","LIM domain only 4 [Source:HGNC Symbol;Acc:HGNC:6644]"
"177","LOC102724877","chr3",193788745,193788858,114,"*","chr3:193788745-193788858",-0.000230264166075631,0.000230264166075631,2.32818312888562e-07,3.35970938103589,0.665,0.22,0.445,"M",-5.98379218158588e-05,"",3.4575,-281245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","LOC107984449","chr12",127236988,127237054,67,"*","chr12:127236988-127237054",0.000151329831595424,0.000151329831595424,1.03105989845066e-07,2.02236505169868,0,0.345,-0.345,"U",6.86826474002412e-05,"",3.85,90453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","LOC112268044","chr9",43499711,43500050,340,"*","chr9:43499711-43500050",0.000159761460370202,0.000159761460370202,1.15290926724419e-07,2.1652178546428,1,0.64,0.36,"M",-6.86826474002875e-05,"",23.1725,654357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","LOC112268044","chr9",42725432,42725549,118,"*","chr9:42725432-42725549",0.000150565392490431,0.000150565392490431,1.02029357001322e-07,2.00941354828868,1,0.685,0.315,"M",-6.86826474002319e-05,"",2.0975,-119805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","LOC124903233","chr13",55534808,55536758,1951,"*","chr13:55534808-55536758",0.000247101446749257,0.000247101446749257,2.74950151007607e-07,3.64497487391184,0,0.47,-0.47,"U",6.86826474002875e-05,"",2.82,596204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","LOC124909494","chr3",146821611,146823218,1608,"*","chr3:146821611-146823218",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",3.885,547438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","LOC124909494","chr3",147120109,147120250,142,"*","chr3:147120109-147120250",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",5.7425,250406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","LOC124909494","chr3",146694076,146696075,2000,"*","chr3:146694076-146696075",-0.000299154035127821,0.000299154035127821,3.89175119709882e-07,4.52687543535703,0.555,0,0.555,"M",-5.983792181587e-05,"",2.21,674581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","LOC124909494","chr3",146927557,146929444,1888,"*","chr3:146927557-146929444",-0.00024145226214225,0.00024145226214225,2.5562812079741e-07,3.5492636089812,0.615,0.11,0.505,"M",-5.98379218158767e-05,"",3.8275,441212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","LOC124909494","chr3",147036775,147038677,1903,"*","chr3:147036775-147038677",-0.000232047232132855,0.000232047232132855,2.36386434946074e-07,3.38991896342059,0.57,0,0.57,"M",-5.98379218158588e-05,"",2.5475,331979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","LOC124909494","chr3",146814769,146816652,1884,"*","chr3:146814769-146816652",-0.000156893228477085,0.000156893228477085,1.0806959420583e-07,2.11662285878018,0.645,0.17,0.475,"M",-5.98379218158814e-05,"",3.4075,554004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","LPP","chr3",188300364,188302174,1811,"*","chr3:188300364-188302174",-0.000232047232132855,0.000232047232132855,2.36386434946074e-07,3.38991896342059,0.57,0,0.57,"M",-5.98379218158588e-05,"",2.8475,147080,"ENSG00000145012",61.0008330462042,0.967286473429884,0.234883979357503,7.44598819846255e-07,7.05145386383899e-06,89.9470690744854,61.5898479049687,45.203459632343,33.0644808944852,94.2416171077078,39.4421259340035,36.9256384400358,87.5924253816044,"protein_coding","LIM domain containing preferred translocation partner in lipoma [Source:HGNC Symbol;Acc:HGNC:6679]"
"189","LPP","chr3",187775275,187777254,1980,"*","chr3:187775275-187777254",-0.000232047232132855,0.000232047232132855,2.36386434946074e-07,3.38991896342059,0.57,0,0.57,"M",-5.98379218158588e-05,"",1.9025,-376030,"ENSG00000145012",61.0008330462042,0.967286473429884,0.234883979357503,7.44598819846255e-07,7.05145386383899e-06,89.9470690744854,61.5898479049687,45.203459632343,33.0644808944852,94.2416171077078,39.4421259340035,36.9256384400358,87.5924253816044,"protein_coding","LIM domain containing preferred translocation partner in lipoma [Source:HGNC Symbol;Acc:HGNC:6679]"
"190","LPP","chr3",188246827,188247714,888,"*","chr3:188246827-188247714",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",4.1525,93543,"ENSG00000145012",61.0008330462042,0.967286473429884,0.234883979357503,7.44598819846255e-07,7.05145386383899e-06,89.9470690744854,61.5898479049687,45.203459632343,33.0644808944852,94.2416171077078,39.4421259340035,36.9256384400358,87.5924253816044,"protein_coding","LIM domain containing preferred translocation partner in lipoma [Source:HGNC Symbol;Acc:HGNC:6679]"
"191","LPP","chr3",187977709,187979231,1523,"*","chr3:187977709-187979231",-0.000299154035127821,0.000299154035127821,3.89175119709882e-07,4.52687543535703,0.555,0,0.555,"M",-5.983792181587e-05,"",3.115,-174053,"ENSG00000145012",61.0008330462042,0.967286473429884,0.234883979357503,7.44598819846255e-07,7.05145386383899e-06,89.9470690744854,61.5898479049687,45.203459632343,33.0644808944852,94.2416171077078,39.4421259340035,36.9256384400358,87.5924253816044,"protein_coding","LIM domain containing preferred translocation partner in lipoma [Source:HGNC Symbol;Acc:HGNC:6679]"
"192","LPP","chr3",188288838,188289266,429,"*","chr3:188288838-188289266",-0.000299154035127821,0.000299154035127821,3.89175119709882e-07,4.52687543535703,0.555,0,0.555,"M",-5.983792181587e-05,"",4.9125,135554,"ENSG00000145012",61.0008330462042,0.967286473429884,0.234883979357503,7.44598819846255e-07,7.05145386383899e-06,89.9470690744854,61.5898479049687,45.203459632343,33.0644808944852,94.2416171077078,39.4421259340035,36.9256384400358,87.5924253816044,"protein_coding","LIM domain containing preferred translocation partner in lipoma [Source:HGNC Symbol;Acc:HGNC:6679]"
"193","LPP","chr3",188477824,188478446,623,"*","chr3:188477824-188478446",-0.000273009312710061,0.000273009312710061,3.25363456469222e-07,4.08391868532255,0.56,0,0.56,"M",-5.983792181587e-05,"",3.775,324540,"ENSG00000145012",61.0008330462042,0.967286473429884,0.234883979357503,7.44598819846255e-07,7.05145386383899e-06,89.9470690744854,61.5898479049687,45.203459632343,33.0644808944852,94.2416171077078,39.4421259340035,36.9256384400358,87.5924253816044,"protein_coding","LIM domain containing preferred translocation partner in lipoma [Source:HGNC Symbol;Acc:HGNC:6679]"
"194","LPP","chr3",188652528,188654228,1701,"*","chr3:188652528-188654228",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",2.96,499244,"ENSG00000145012",61.0008330462042,0.967286473429884,0.234883979357503,7.44598819846255e-07,7.05145386383899e-06,89.9470690744854,61.5898479049687,45.203459632343,33.0644808944852,94.2416171077078,39.4421259340035,36.9256384400358,87.5924253816044,"protein_coding","LIM domain containing preferred translocation partner in lipoma [Source:HGNC Symbol;Acc:HGNC:6679]"
"195","LRFN4","chr11",66886112,66886404,293,"*","chr11:66886112-66886404",-0.000165144159800282,0.000165144159800282,1.19946481386551e-07,2.25641419659902,0.34,0,0.34,"M",-5.983792181587e-05,"",3.63,29465,"ENSG00000173621",479.123546216321,1.56210904372716,0.144227217592725,4.73436245796982e-29,4.0366260891641e-27,591.873923662971,889.631136405104,232.59234683551,202.519945478722,711.921613572684,227.372255384256,290.671051310025,686.4060970813,"protein_coding","leucine rich repeat and fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28456]"
"196","LRIG1","chr3",66153873,66154527,655,"*","chr3:66153873-66154527",-0.000188393512221537,0.000188393512221537,1.5634665502326e-07,2.65031616367171,0.625,0.11,0.515,"M",-5.983792181587e-05,"",5.5125,346736,"ENSG00000144749",95.062198998327,-0.568345884361549,0.195468450310048,0.000285796830099607,0.00153525027199758,86.6156961458007,54.7465314710833,124.925924802111,121.236429946446,64.7201466884258,96.6718772892244,128.766328919099,82.8146567244259,"protein_coding","leucine rich repeats and immunoglobulin like domains 1 [Source:HGNC Symbol;Acc:HGNC:17360]"
"197","LRRC3B","chr3",26712559,26712789,231,"*","chr3:26712559-26712789",-0.000299154035127821,0.000299154035127821,3.89175119709882e-07,4.52687543535703,0.555,0,0.555,"M",-5.983792181587e-05,"",3.1825,89787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","LRRCC1","chr8",84931936,84932105,170,"*","chr8:84931936-84932105",0.000234514377334252,0.000234514377334252,2.48178406348479e-07,3.43171855122313,0,0.45,-0.45,"U",6.86826474002642e-05,"",3.6475,-175110,"ENSG00000133739",455.590125104706,0.485963138338305,0.116324580270112,3.65297859277935e-06,3.02245333456019e-05,527.467380375068,507.545968846502,348.477579711153,457.391985707045,591.564849555612,361.166133552542,324.756256023904,526.350847065823,"protein_coding","leucine rich repeat and coiled-coil centrosomal protein 1 [Source:HGNC Symbol;Acc:HGNC:29373]"
"199","LRRN1","chr3",3421678,3423488,1811,"*","chr3:3421678-3423488",-0.000292874869021422,0.000292874869021422,3.73350394245854e-07,4.4204907139217,0.545,0,0.545,"M",-5.983792181587e-05,"",4.805,-375943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","LRRN1","chr3",3462807,3464447,1641,"*","chr3:3462807-3464447",-0.000273009312710061,0.000273009312710061,3.25363456469222e-07,4.08391868532255,0.56,0,0.56,"M",-5.983792181587e-05,"",2.72,-334984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","LRRTM1","chr2",80686287,80686346,60,"*","chr2:80686287-80686346",0.000159761460370207,0.000159761460370207,1.15290926724412e-07,2.16521785464288,0,0.3,-0.3,"U",6.86826474002521e-05,"",4.145,-381535,"ENSG00000162951",19.4025204027168,3.14934335169845,0.541625310131183,1.12192062815256e-10,1.92959959888275e-09,33.3137292868464,21.6705020406371,4.10940542112209,0,42.0113232889782,6.18700014651036,0.946811242052199,46.9813917955878,"protein_coding","leucine rich repeat transmembrane neuronal 1 [Source:HGNC Symbol;Acc:HGNC:19408]"
"202","LSAMP","chr3",117217179,117218099,921,"*","chr3:117217179-117218099",-0.000299154035127821,0.000299154035127821,3.89175119709882e-07,4.52687543535703,0.555,0,0.555,"M",-5.983792181587e-05,"",2.4325,-77790,"ENSG00000185565",1329.88477166565,0.326143062023139,0.0749705654973255,5.08150617566313e-06,4.08863143867944e-05,1601.27992105442,1377.78770868893,1132.55213406125,1188.94362549753,1434.06219767512,1230.43965413725,1132.38624549443,1541.62668671624,"protein_coding","limbic system associated membrane protein [Source:HGNC Symbol;Acc:HGNC:6705]"
"203","LY6S","chr8",143113601,143113664,64,"*","chr8:143113601-143113664",-0.000196037596681948,0.000196037596681948,1.69260254507641e-07,2.77982600338119,0.39,0,0.39,"M",-5.983792181587e-05,"",3.815,-67923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","MAGEA10","chrX",152236083,152236264,182,"*","chrX:152236083-152236264",0.000160188864550876,0.000160188864550876,1.13903807169197e-07,2.17245914654856,0.86,0.46,0.4,"M",-6.8682647400265e-05,"",5.1925,-97505,"ENSG00000124260",863.119618712111,-0.268675080332623,0.108058538275998,0.00637310717920806,0.0233297495691229,659.611839879559,821.19797206625,835.853062656233,1133.83615734005,849.309995139343,917.996146738475,935.449507147573,751.702268729405,"protein_coding","MAGE family member A10 [Source:HGNC Symbol;Acc:HGNC:6797]"
"205","MAGEB18","chrX",25383093,25383753,661,"*","chrX:25383093-25383753",0.000184042359629765,0.000184042359629765,1.53555159072251e-07,2.57659679575653,0,0.47,-0.47,"U",6.86826474002198e-05,"",1.7475,-754590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","MAGED1","chrX",51745439,51746140,702,"*","chrX:51745439-51746140",0.000165975453096231,0.000165975453096231,1.22540024084286e-07,2.2704983766035,0.22,0.69,-0.47,"U",6.86826474002885e-05,"",3.3625,-56867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","MAGI1","chr3",66153873,66154527,655,"*","chr3:66153873-66154527",-0.000188393512221537,0.000188393512221537,1.5634665502326e-07,2.65031616367171,0.625,0.11,0.515,"M",-5.983792181587e-05,"",5.5125,-114955,"ENSG00000151276",2380.17891601055,0.375361821002982,0.0657710350976226,3.14233177573702e-09,4.37453628629771e-08,2857.20751516853,2500.09160384614,2103.19369453028,2033.46557501084,2650.11969071554,2016.18867274406,2082.98473251484,2798.17984355416,"protein_coding","membrane associated guanylate kinase, WW and PDZ domain containing 1 [Source:HGNC Symbol;Acc:HGNC:946]"
