"","segment_id","annotated_genes","seqnames","start","end","width","strand","average_shap_value","reliability_shap_value","shap_variance","z_score","avg_meth_R","avg_meth_S","diff","direction","mean_coef","gene_symbol","avg_depth","dist_to_TSS","baseMean","log2FoldChange","lfcSE","pvalue","padj","type","description","gene_members","gene_dist.to.feature","gene_feature.name","cgi_members","reg_members"
"593","chr2:155600550-155600557","NR4A2","chr2",155600550,155600557,8,"*",5.0265191196644e-05,5.0265191196644e-05,3.89257690241077e-09,0.307756491636728,0.3,0.8,-0.5,"U",-5.98839484922998e-05,"",2.215,741791,NA,NA,NA,NA,NA,NA,NA,"intron",75077,"XR_001739748.2","",""
"594","chr8:74126760-74126834","LY96","chr8",74126760,74126834,75,"*",5.0265191196629e-05,5.0265191196629e-05,3.89257690240077e-09,0.307756491636474,0.85,1,-0.15,"U",-5.98839484923131e-05,"",3.4125,135368,NA,NA,NA,NA,NA,NA,NA,"",-72548,"XR_929053.2","",""
"595","chr12:56487812-56487909","GLS2","chr12",56487812,56487909,98,"*",5.0265191196629e-05,5.0265191196629e-05,3.89257690240076e-09,0.307756491636474,0.45,0.3,0.15,"M",5.9883948492313e-05,"GLS2",21.675,505,NA,NA,NA,NA,NA,NA,NA,"prom,intron",-214,"XM_005268797.1","CpGi","enhP"
"596","chr5:149646706-149646934","CSNK1A1","chr5",149646706,149646934,229,"*",5.02651911965995e-05,5.02651911965995e-05,3.89257690240117e-09,0.307756491635974,0.2,0,0.2,"M",5.98839484922577e-05,"",2.6675,-95235,NA,NA,NA,NA,NA,NA,NA,"",-5226,"XM_047417992.1","","enhD"
"597","chr20:6963961-6964719","BMP2","chr20",6963961,6964719,759,"*",5.02651911965854e-05,5.02651911965854e-05,3.89257690239613e-09,0.307756491635735,0.375,1,-0.625,"U",-5.98839484922524e-05,"",3.865,196275,146.411569449968,1.5555396864777,0.154208256199938,1.16569575661154e-25,8.2374777583378e-24,"protein_coding","bone morphogenetic protein 2 [Source:HGNC Symbol;Acc:HGNC:1069]","",196277,"NM_001200.4","",""
"598","chr3:30781236-30783152","TGFBR2","chr3",30781236,30783152,1917,"*",5.02651911965778e-05,5.02651911965778e-05,3.89257690239111e-09,0.307756491635608,0.955,0.83,0.125,"M",5.98839484922591e-05,"",5.9,174635,277.703719353465,0.366740990223112,0.119173568574165,0.000580590541871795,0.00289294060957578,"protein_coding","transforming growth factor beta receptor 2 [Source:HGNC Symbol;Acc:HGNC:11773]","exon,intron",92565,"XM_017006297.2","",""
"599","chr1:219085475-219086770","TGFB2","chr1",219085475,219086770,1296,"*",5.0265191196548e-05,5.0265191196548e-05,3.89257690239187e-09,0.307756491635103,0.97,0.82,0.15,"M",5.98839484922016e-05,"",4.42,740139,NA,NA,NA,NA,NA,NA,NA,"exon,intron",87019,"NR_038845.1","","enhD"
"600","chr1:2881083-2881113","PEX10","chr1",2881083,2881113,31,"*",-5.02537166789664e-05,5.02537166789664e-05,1.08863311427417e-09,0.307562410709445,0.57,0.775,-0.205,"U",-6.87368555707023e-05,"",3,-467286,453.76821047842,-0.269682543226496,0.113147371063603,0.00837165945007027,0.0294315268350787,"protein_coding","peroxisomal biogenesis factor 10 [Source:HGNC Symbol;Acc:HGNC:8851]","",-64278,"XR_007065392.1","",""
"601","chr1:75460293-75462128","ACADM","chr1",75460293,75462128,1836,"*",-5.02537166789609e-05,5.02537166789609e-05,1.08863311427489e-09,0.307562410709352,1,0.795,0.205,"M",6.87368555706908e-05,"",2.765,-262303,NA,NA,NA,NA,NA,NA,NA,"intron",-90354,"XM_006710445.4","","CTCF"
"602","chr15:66667827-66669803","SMAD6","chr15",66667827,66669803,1977,"*",-5.02280508680436e-05,5.02280508680436e-05,8.86767342016198e-10,0.307128297091485,0.92,0.81,0.11,"M",6.87368555706899e-05,"",4.8425,-32433,1250.44262633931,1.32246569342573,0.102262249156872,3.47627234323207e-40,5.65002889285937e-38,"protein_coding","SMAD family member 6 [Source:HGNC Symbol;Acc:HGNC:6772]","exon,intron",-32433,"NM_005585.5","",""
"603","chr18:11713021-11713333","CHMP1B","chr18",11713021,11713333,313,"*",-5.02280508680299e-05,5.02280508680299e-05,8.86767342021603e-10,0.307128297091253,0,0.275,-0.275,"U",-6.87368555706515e-05,"",2.5075,-138080,1255.19603522942,-0.320720211781962,0.0757349513883689,8.82802682488992e-06,6.71854953413118e-05,"protein_coding","charged multivesicular body protein 1B [Source:HGNC Symbol;Acc:HGNC:24287]","intron",23759,"NM_182978.4","",""
"604","chr2:155472300-155472389","NR4A2","chr2",155472300,155472389,90,"*",-5.02280508680299e-05,5.02280508680299e-05,8.86767342021601e-10,0.307128297091253,0.17,0.39,-0.22,"U",-6.87368555706515e-05,"",3.295,869959,NA,NA,NA,NA,NA,NA,NA,"prom",-853,"XR_923498.3","",""
"605","chr17:65886604-65887319","AXIN2","chr17",65886604,65887319,716,"*",-5.01919081559688e-05,5.01919081559688e-05,1.05002854435389e-09,0.306516976313471,1,0.875,0.125,"M",6.87368555706547e-05,"",5.425,-245571,NA,NA,NA,NA,NA,NA,NA,"intron",7281,"XR_001752977.3","","enhD"
"606","chr3:26336119-26338049","NGLY1","chr3",26336119,26338049,1931,"*",-5.01919081559688e-05,5.01919081559688e-05,1.05002854435389e-09,0.306516976313471,1,0.875,0.125,"M",6.87368555706547e-05,"",3.765,-546080,NA,NA,NA,NA,NA,NA,NA,"",192471,"XR_940663.2","",""
"607","chr3:41734894-41736833","CTNNB1","chr3",41734894,41736833,1940,"*",-5.01919081559688e-05,5.01919081559688e-05,1.05002854435389e-09,0.306516976313471,1,0.875,0.125,"M",6.87368555706547e-05,"",3.3775,540153,NA,NA,NA,NA,NA,NA,NA,"intron",99111,"XM_024453612.2","",""
"608","chr5:1438394-1438438","NDUFS6","chr5",1438394,1438438,45,"*",-5.01919081559574e-05,5.01919081559574e-05,1.0500285443524e-09,0.306516976313278,0.81,0.685,0.125,"M",6.87368555706433e-05,"",9.4025,-362969,NA,NA,NA,NA,NA,NA,NA,"intron",7003,"NM_001044.5","",""
"609","chrX:21959636-21959897","SMS","chrX",21959636,21959897,262,"*",-5.01189660328686e-05,5.01189660328686e-05,1.00446727212773e-09,0.305283227297867,0.24,0.41,-0.17,"U",-6.87368555706576e-05,"",29.8425,18927,NA,NA,NA,NA,NA,NA,NA,"prom,exon,intron",0,"XM_005274582.3","",""
"610","chr4:152188138-152190080","FBXW7","chr4",152188138,152190080,1943,"*",5.00381231330339e-05,5.00381231330339e-05,4.87476360999619e-09,0.303915843900584,0.845,1,-0.155,"U",-5.98839484923424e-05,"",2.6675,346012,NA,NA,NA,NA,NA,NA,NA,"",-5779,"XR_939351.1","","enhD"
"611","chr4:9512107-9512138","DRD5","chr4",9512107,9512138,32,"*",5.00381231330339e-05,5.00381231330339e-05,4.87476360999619e-09,0.303915843900584,0.845,1,-0.155,"U",-5.98839484923424e-05,"",3.6625,-269496,NA,NA,NA,NA,NA,NA,NA,"",32282,"XR_007058022.1","",""
"612","chr11:10900682-10900847","CSNK2A3","chr11",10900682,10900847,166,"*",5.00381231328908e-05,5.00381231328908e-05,4.87476360996631e-09,0.303915843898165,0.955,0.8,0.155,"M",5.98839484921846e-05,"",4.82,452403,NA,NA,NA,NA,NA,NA,NA,"intron",-1350,"XR_007062588.1","","enhP"
"613","chr13:108993127-108995051","IRS2","chr13",108993127,108995051,1925,"*",-4.99980621867721e-05,4.99980621867721e-05,7.56603087640394e-10,0.303238249790159,1,0.88,0.12,"M",6.87368555706099e-05,"",3.835,791532,NA,NA,NA,NA,NA,NA,NA,"intron",77228,"XM_047430185.1","",""
"614","chr7:41258661-41260009","INHBA","chr7",41258661,41260009,1349,"*",-4.99980621867721e-05,4.99980621867721e-05,7.56603087640394e-10,0.303238249790159,0.87,0.75,0.12,"M",6.87368555706099e-05,"",5.8075,445825,132.444833268915,1.78658257295782,0.21303914466787,1.84752704107568e-18,7.30166272084695e-17,"protein_coding","inhibin subunit beta A [Source:HGNC Symbol;Acc:HGNC:6066]","",-72097,"XR_927198.2","",""
"615","chr20:7013414-7014261","BMP2","chr20",7013414,7014261,848,"*",-4.996958662714e-05,4.996958662714e-05,7.4055218205656e-10,0.302756611853509,0.75,0.325,0.425,"M",6.87368555706515e-05,"",3.59,245728,146.411569449968,1.5555396864777,0.154208256199938,1.16569575661154e-25,8.2374777583378e-24,"protein_coding","bone morphogenetic protein 2 [Source:HGNC Symbol;Acc:HGNC:1069]","",239942,"NR_110609.1","",""
"616","chr18:42156044-42157075","PIK3C3","chr18",42156044,42157075,1032,"*",-4.99330835197693e-05,4.99330835197693e-05,7.19998560249069e-10,0.302139195320085,1,0.815,0.185,"M",6.87368555707243e-05,"",3.0325,200810,NA,NA,NA,NA,NA,NA,NA,"",-29593,"NR_046458.1","",""
"617","chr6:19129180-19129525","ID4","chr6",19129180,19129525,346,"*",-4.99330835197693e-05,4.99330835197693e-05,7.19998560249069e-10,0.302139195320085,1,0.815,0.185,"M",6.87368555707243e-05,"",4.5025,-707845,316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]","intron",50956,"NR_110860.1","",""
"618","chr5:98075361-98076910","RGMB","chr5",98075361,98076910,1550,"*",-4.99254367946447e-05,4.99254367946447e-05,8.83544397347298e-10,0.302009857988046,1,0.865,0.135,"M",6.87368555706777e-05,"",2.785,-691740,NA,NA,NA,NA,NA,NA,NA,"",84330,"NR_146477.1","",""
"619","chr1:17182146-17182164","SDHB","chr1",17182146,17182164,19,"*",-4.99254367946052e-05,4.99254367946052e-05,8.83544397339128e-10,0.302009857987377,0,0.135,-0.135,"U",-6.87368555706515e-05,"",4.3325,-128114,NA,NA,NA,NA,NA,NA,NA,"",-7625,"NR_148993.1","","enhD"
"620","chrX:56204456-56204991","UBQLN2","chrX",56204456,56204991,536,"*",-4.99254367946052e-05,4.99254367946052e-05,8.83544397339128e-10,0.302009857987377,0,0.225,-0.225,"U",-6.87368555706515e-05,"",2.4125,-358636,NA,NA,NA,NA,NA,NA,NA,"exon,intron",-26980,"XM_047441798.1","",""
"621","chr10:52383162-52383513","DKK1","chr10",52383162,52383513,352,"*",-4.99254367946052e-05,4.99254367946052e-05,8.83544397339127e-10,0.302009857987377,0.1,0.55,-0.45,"U",-6.87368555706515e-05,"",3.6575,68881,6357.62772028829,2.74061247989363,0.216742708193204,5.22751183305807e-38,7.19266905918916e-36,"protein_coding","dickkopf WNT signaling pathway inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:2891]","",68883,"NM_012242.4","",""
"622","chr6:91202777-91202795","MAP3K7","chr6",91202777,91202795,19,"*",-4.98632809152877e-05,4.98632809152877e-05,8.44685947407843e-10,0.300958548378296,0.83,0.325,0.505,"M",6.87368555706462e-05,"",4.125,-615691,NA,NA,NA,NA,NA,NA,NA,"",-154989,"XR_001744260.1","",""
"623","chr11:70667435-70667643","FADD","chr11",70667435,70667643,209,"*",-4.98171921110641e-05,4.98171921110641e-05,6.54916071138974e-10,0.300178998586976,0.94,0.81,0.13,"M",6.87368555707654e-05,"",4.2075,464139,NA,NA,NA,NA,NA,NA,NA,"intron",-5595,"NR_110766.2","",""
"624","chr3:29837547-29839327","TGFBR2","chr3",29837547,29839327,1781,"*",-4.98171921110578e-05,4.98171921110578e-05,6.54916071139628e-10,0.300178998586869,1,0.87,0.13,"M",6.8736855570754e-05,"",4.325,-767274,277.703719353465,0.366740990223112,0.119173568574165,0.000580590541871795,0.00289294060957578,"protein_coding","transforming growth factor beta receptor 2 [Source:HGNC Symbol;Acc:HGNC:11773]","intron",86487,"XR_007095852.1","","CTCF"
"625","chr3:30213013-30214787","TGFBR2","chr3",30213013,30214787,1775,"*",-4.98171921110578e-05,4.98171921110578e-05,6.54916071139628e-10,0.300178998586869,1,0.87,0.13,"M",6.8736855570754e-05,"",3.805,-391814,277.703719353465,0.366740990223112,0.119173568574165,0.000580590541871795,0.00289294060957578,"protein_coding","transforming growth factor beta receptor 2 [Source:HGNC Symbol;Acc:HGNC:11773]","",-28151,"XR_007095853.1","",""
"626","chr6:55589891-55590346","HMGCLL1","chr6",55589891,55590346,456,"*",-4.98171921110329e-05,4.98171921110329e-05,6.54916071142181e-10,0.300178998586448,0.62,0.425,0.195,"M",6.87368555707091e-05,"",13.285,-10694,NA,NA,NA,NA,NA,NA,NA,"intron",-10700,"NR_109867.2","",""
"627","chr6:155403527-155403616","NOX3","chr6",155403527,155403616,90,"*",-4.98171921109656e-05,4.98171921109656e-05,6.54916071141625e-10,0.30017899858531,0.76,0.565,0.195,"M",6.87368555706124e-05,"",19.125,52223,9.31090439360755,1.04254238509772,0.647917532476223,0.0018091663243549,0.00781499302914605,"protein_coding","NADPH oxidase 3 [Source:HGNC Symbol;Acc:HGNC:7890]","intron",52224,"NM_015718.3","",""
"628","chr13:19273296-19273316","TUBA3C","chr13",19273296,19273316,21,"*",-4.9814421827361e-05,4.9814421827361e-05,8.14129543831419e-10,0.300132141782617,0,0.56,-0.56,"U",-6.87368555706515e-05,"",3.2375,-91472,NA,NA,NA,NA,NA,NA,NA,"intron",-29482,"XR_007063709.1","",""
"629","chr1:2552757-2552818","PEX10","chr1",2552757,2552818,62,"*",-4.9775024829966e-05,4.9775024829966e-05,7.8948251452853e-10,0.299465777757442,0.8,0.185,0.615,"M",6.87368555706515e-05,"",3.505,-138960,453.76821047842,-0.269682543226496,0.113147371063603,0.00837165945007027,0.0294315268350787,"protein_coding","peroxisomal biogenesis factor 10 [Source:HGNC Symbol;Acc:HGNC:8851]","intron",-1416,"XM_047433419.1","",""
"630","chr1:241441539-241441891","FH","chr1",241441539,241441891,353,"*",4.97415416469827e-05,4.97415416469827e-05,3.6135609950996e-09,0.298899440471259,0.74,1,-0.26,"U",-5.98839484922612e-05,"",5.35,77908,NA,NA,NA,NA,NA,NA,NA,"",77865,"NM_000143.4","",""
"631","chr6:75281623-75282364","COX7A2","chr6",75281623,75282364,742,"*",-4.97408231069582e-05,4.97408231069582e-05,6.12179447507174e-10,0.298887287026717,1,0.73,0.27,"M",6.87368555706861e-05,"TMEM30A",4.065,-31300,NA,NA,NA,NA,NA,NA,NA,"exon,intron",1948,"XR_007059649.1","shores","enhD"
"632","chr9:6168240-6169863","IL33","chr9",6168240,6169863,1624,"*",-4.97154422280015e-05,4.97154422280015e-05,7.52190955834081e-10,0.298457992771257,0.97,0.825,0.145,"M",6.87368555707e-05,"",3.99,-45923,11.8978221613785,2.97668189286248,0.66541395537436,1.06639317154902e-07,1.17352529499589e-06,"protein_coding","interleukin 33 [Source:HGNC Symbol;Acc:HGNC:16028]","",-45286,"NM_001314047.2","",""
"633","chr21:43200262-43201054","CRYAA","chr21",43200262,43201054,793,"*",4.97119875456988e-05,4.97119875456988e-05,4.67738665543366e-09,0.298399559993199,0.35,0,0.35,"M",5.98839484922752e-05,"",3.4725,31254,NA,NA,NA,NA,NA,NA,NA,"",9698,"XR_007067886.1","",""
"634","chr4:111175271-111176065","PITX2","chr4",111175271,111176065,795,"*",4.97119875456988e-05,4.97119875456988e-05,4.67738665543365e-09,0.298399559993199,0.14,0,0.14,"M",5.98839484922752e-05,"",3.4325,-533148,NA,NA,NA,NA,NA,NA,NA,"",-164814,"XR_001741518.2","",""
"635","chr12:28885660-28887337","FAR2","chr12",28885660,28887337,1678,"*",-4.9672114102367e-05,4.9672114102367e-05,5.73838893771269e-10,0.297725137322614,0.95,0.81,0.14,"M",6.87368555706405e-05,"",3.2225,-261679,201.748731184219,1.63530380702614,0.134301148581241,1.09865571755493e-35,1.29866099704618e-33,"protein_coding","fatty acyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:25531]","",-90711,"XR_931466.3","",""
"636","chr16:50880113-50880128","CYLD","chr16",50880113,50880128,16,"*",-4.96465414485351e-05,4.96465414485351e-05,5.59596790300894e-10,0.297292599371283,0.5,0.145,0.355,"M",6.87368555706639e-05,"",3.6175,138063,NA,NA,NA,NA,NA,NA,NA,"prom,intron",-49,"NR_184301.1","","prom"
"637","chr6:91305335-91305379","MAP3K7","chr6",91305335,91305379,45,"*",-4.96465414485073e-05,4.96465414485073e-05,5.59596790300616e-10,0.297292599370812,0.5,0.855,-0.355,"U",-6.87368555706242e-05,"",3.74,-718249,NA,NA,NA,NA,NA,NA,NA,"",-52405,"XR_001744260.1","",""
"638","chr5:126411686-126413631","ALDH7A1","chr5",126411686,126413631,1946,"*",4.9619777421375e-05,4.9619777421375e-05,3.54907306411775e-09,0.29683991043437,0.79,1,-0.21,"U",-5.98839484922591e-05,"",3.0375,181731,2240.1445303225,-0.324278625513112,0.0848902385154967,4.99652907319545e-05,0.000328532840830462,"protein_coding","aldehyde dehydrogenase 7 family member A1 [Source:HGNC Symbol;Acc:HGNC:877]","intron",-9778,"XM_047417609.1","",""
"639","chr7:42960557-42960821","PSMA2","chr7",42960557,42960821,265,"*",4.9619777421375e-05,4.9619777421375e-05,3.54907306411775e-09,0.29683991043437,0.96,0.75,0.21,"M",5.98839484922591e-05,"",5.9275,-28343,NA,NA,NA,NA,NA,NA,NA,"",-4429,"XR_927207.3","",""
"640","chr13:109037537-109039538","IRS2","chr13",109037537,109039538,2002,"*",-4.95537715119134e-05,4.95537715119134e-05,5.08064752202529e-10,0.295723481101618,1,0.85,0.15,"M",6.87368555706877e-05,"",4.0175,747045,NA,NA,NA,NA,NA,NA,NA,"intron",62421,"NR_046538.1","",""
"641","chr2:64763056-64764805","SLC1A4","chr2",64763056,64764805,1750,"*",-4.95537715119134e-05,4.95537715119134e-05,5.08064752202529e-10,0.295723481101618,1,0.85,0.15,"M",6.87368555706877e-05,"",2.7225,-223672,NA,NA,NA,NA,NA,NA,NA,"intron",3393,"XR_940177.3","","enhD"
"642","chr3:130642342-130644201","PIK3R4","chr3",130642342,130644201,1860,"*",-4.95537715119134e-05,4.95537715119134e-05,5.08064752202529e-10,0.295723481101618,1,0.85,0.15,"M",6.87368555706877e-05,"",2.965,102628,NA,NA,NA,NA,NA,NA,NA,"exon,intron",93673,"XM_047447446.1","","CTCF"
"643","chr12:10177988-10178245","GABARAPL1","chr12",10177988,10178245,258,"*",-4.95537715118723e-05,4.95537715118723e-05,5.0806475219882e-10,0.295723481100923,0,0.15,-0.15,"U",-6.87368555706398e-05,"",4.05,-34213,NA,NA,NA,NA,NA,NA,NA,"prom,intron",-787,"NM_153022.4","",""
"644","chr10:62974988-62976984","NRBF2","chr10",62974988,62976984,1997,"*",-4.95472854504525e-05,4.95472854504525e-05,6.46806319406626e-10,0.295613775329391,0.91,0.755,0.155,"M",6.87368555707129e-05,"",4.8,-156263,NA,NA,NA,NA,NA,NA,NA,"",-55082,"XR_001747465.2","",""
"645","chr2:194886996-194888353","SLC39A10","chr2",194886996,194888353,1358,"*",-4.95472854504525e-05,4.95472854504525e-05,6.46806319406626e-10,0.295613775329391,1,0.845,0.155,"M",6.87368555707129e-05,"",2.965,-687624,NA,NA,NA,NA,NA,NA,NA,"intron",156403,"NR_110223.1","",""
"646","chr7:73377707-73377996","FZD9","chr7",73377707,73377996,290,"*",-4.95472854503851e-05,4.95472854503851e-05,6.46806319398523e-10,0.295613775328252,0.11,0.265,-0.155,"U",-6.87368555706461e-05,"",4.48,-55782,110.728245185422,-0.483069183349573,0.180240889362028,0.000947946274723496,0.00444408560919137,"protein_coding","frizzled class receptor 9 [Source:HGNC Symbol;Acc:HGNC:4047]","",49548,"NM_003602.5","CpGi","enhD"
"647","chr13:108816834-108817383","IRS2","chr13",108816834,108817383,550,"*",-4.95260413276489e-05,4.95260413276489e-05,6.33474152275758e-10,0.29525445050469,1,0.635,0.365,"M",6.87368555706503e-05,"",2.5275,969200,NA,NA,NA,NA,NA,NA,NA,"intron",-68679,"XM_047430184.1","",""
"648","chr5:1393492-1393940","NDUFS6","chr5",1393492,1393940,449,"*",-4.95260413276282e-05,4.95260413276282e-05,6.33474152273669e-10,0.295254450504339,0.45,0.085,0.365,"M",6.8736855570628e-05,"",2.1225,-407467,NA,NA,NA,NA,NA,NA,NA,"exon",-13420,"NR_125810.1","",""
"649","chr12:116603865-116604026","MAP1LC3B2","chr12",116603865,116604026,162,"*",-4.95105141860406e-05,4.95105141860406e-05,6.23726661647681e-10,0.294991823165914,0.2,0.41,-0.21,"U",-6.87368555706684e-05,"",5.9,53123,NA,NA,NA,NA,NA,NA,NA,"",44486,"NM_001085481.3","","enhD"
"650","chr20:6423262-6424893","BMP2","chr20",6423262,6424893,1632,"*",-4.94893403769715e-05,4.94893403769715e-05,6.10429869682738e-10,0.29463368763345,0.33,0.86,-0.53,"U",-6.87368555706737e-05,"",2.26,-342793,146.411569449968,1.5555396864777,0.154208256199938,1.16569575661154e-25,8.2374777583378e-24,"protein_coding","bone morphogenetic protein 2 [Source:HGNC Symbol;Acc:HGNC:1069]","",-1839,"NR_109953.1","",""
"651","chr4:68746162-68746405","UGT2B17","chr4",68746162,68746405,244,"*",-4.94865189759329e-05,4.94865189759329e-05,4.70847124011555e-10,0.294585966226312,0,0.235,-0.235,"U",-6.87368555706462e-05,"",3.6875,-169749,NA,NA,NA,NA,NA,NA,NA,"",-69589,"NM_001290091.2","",""
"652","chr8:103261783-103263578","FZD6","chr8",103261783,103263578,1796,"*",4.94585089193335e-05,4.94585089193335e-05,4.52442068392879e-09,0.294112201845899,0.805,1,-0.195,"U",-5.98839484922931e-05,"",3.885,-34855,NA,NA,NA,NA,NA,NA,NA,"intron",-34916,"NM_001164615.2","",""
"653","chr14:54164256-54164943","BMP4","chr14",54164256,54164943,688,"*",4.94585089192812e-05,4.94585089192812e-05,4.52442068391357e-09,0.294112201845015,0.195,0,0.195,"M",5.98839484922667e-05,"",3.61,-205495,NA,NA,NA,NA,NA,NA,NA,"intron",23512,"XR_943882.3","",""
"654","chr2:64865944-64866220","SLC1A4","chr2",64865944,64866220,277,"*",-4.94558273754782e-05,4.94558273754782e-05,4.5390426179483e-10,0.294066845994559,0.88,0.72,0.16,"M",6.87368555706889e-05,"",3.4075,-122257,NA,NA,NA,NA,NA,NA,NA,"",-2314,"NR_110224.1","shores","enhD"
"655","chr2:32983592-32984512","LTBP1","chr2",32983592,32984512,921,"*",-4.94268873326466e-05,4.94268873326466e-05,4.37953618775739e-10,0.293577351751213,0.2,0.445,-0.245,"U",-6.87368555706462e-05,"",34.6275,36639,155.558168430412,0.70210681511213,0.143919888369135,4.41823442468892e-08,5.20598940707002e-07,"protein_coding","latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]","intron",36641,"XM_011532853.3","",""
"656","chr19:7328867-7329205","INSR","chr19",7328867,7329205,339,"*",-4.94130314628807e-05,4.94130314628807e-05,4.30325758216712e-10,0.293342992440604,0.5,0.17,0.33,"M",6.87368555706737e-05,"",4.6675,-34453,NA,NA,NA,NA,NA,NA,NA,"",-19732,"NM_001367823.1","","enhD"
"657","chr6:163002103-163003220","PRKN","chr6",163002103,163003220,1118,"*",-4.94107573495338e-05,4.94107573495338e-05,5.61030733402947e-10,0.293304527902094,0.82,0.93,-0.11,"U",-6.87368555707654e-05,"",4.815,-274328,78.8984531333434,-0.730086791308587,0.227028670082549,4.88835161533906e-05,0.00032190829009089,"protein_coding","parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]","intron",5002,"XM_017010281.3","",""
"658","chr6:10463949-10464030","TFAP2A","chr6",10463949,10464030,82,"*",-4.9410757349456e-05,4.9410757349456e-05,5.6103073339852e-10,0.293304527900778,0.5,0.775,-0.275,"U",-6.87368555706684e-05,"",4.325,-44290,NA,NA,NA,NA,NA,NA,NA,"",17937,"NR_183332.1","",""
"659","chr20:6632306-6632819","BMP2","chr20",6632306,6632819,514,"*",-4.94107573494384e-05,4.94107573494384e-05,5.61030733396314e-10,0.29330452790048,0,0.55,-0.55,"U",-6.87368555706515e-05,"",2.64,-134867,146.411569449968,1.5555396864777,0.154208256199938,1.16569575661154e-25,8.2374777583378e-24,"protein_coding","bone morphogenetic protein 2 [Source:HGNC Symbol;Acc:HGNC:1069]","",103318,"NR_146909.1","","enhD"
"660","chr13:19545549-19547228","TUBA3C","chr13",19545549,19547228,1680,"*",-4.94107573494384e-05,4.94107573494384e-05,5.61030733396313e-10,0.293304527900479,0,0.11,-0.11,"U",-6.87368555706515e-05,"",3.9675,-363725,NA,NA,NA,NA,NA,NA,NA,"intron",-8787,"NR_073487.2","",""
"661","chr17:45665645-45667518","MAP3K14","chr17",45665645,45667518,1874,"*",-4.93737351951538e-05,4.93737351951538e-05,4.08725320579723e-10,0.292678332165248,0.72,0.89,-0.17,"U",-6.87368555706295e-05,"",2.6225,-348616,227.396932211322,-0.596635279038561,0.149178172981874,4.11070146597253e-06,3.36265465940911e-05,"protein_coding","mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]","intron",3398,"XR_002958155.2","","enhD"
"662","chr21:36035224-36035387","CBR1","chr21",36035224,36035387,164,"*",-4.93519894697732e-05,4.93519894697732e-05,5.24027906955279e-10,0.292310523193673,0.75,0.41,0.34,"M",6.87368555707091e-05,"",3.2325,-34554,822.503484277269,0.320538952585723,0.115495571507304,0.00204073286496352,0.00870844406848972,"protein_coding","carbonyl reductase 1 [Source:HGNC Symbol;Acc:HGNC:1548]","exon",24928,"XM_011529638.3","",""
"663","chr12:7985509-7985630","SLC2A14","chr12",7985509,7985630,122,"*",-4.93246494277178e-05,4.93246494277178e-05,5.06793106434538e-10,0.29184809149387,0,0.23,-0.23,"U",-6.87368555706515e-05,"",4.6025,-94361,NA,NA,NA,NA,NA,NA,NA,"",-18489,"XR_007063198.1","",""
"664","chr4:111193872-111195851","PITX2","chr4",111193872,111195851,1980,"*",-4.93246494277178e-05,4.93246494277178e-05,5.06793106434538e-10,0.29184809149387,0,0.23,-0.23,"U",-6.87368555706515e-05,"",3.1475,-551749,NA,NA,NA,NA,NA,NA,NA,"",-183415,"XR_001741518.2","",""
"665","chr3:120470559-120472120","NDUFB4","chr3",120470559,120472120,1562,"*",-4.93041612540241e-05,4.93041612540241e-05,3.706075999164e-10,0.29150155285403,0.97,0.79,0.18,"M",6.87368555706426e-05,"",3.8025,-124208,1951.65146337022,0.452451263718643,0.109020010941043,5.19054009955995e-06,4.17119886554563e-05,"protein_coding","NADH:ubiquinone oxidoreductase subunit B4 [Source:HGNC Symbol;Acc:HGNC:7699]","",-15033,"XR_001740868.2","","enhD"
"666","chr6:43878901-43879288","VEGFA","chr6",43878901,43879288,388,"*",4.92742346570308e-05,4.92742346570308e-05,3.36688493628309e-09,0.29099537195318,0.195,0.33,-0.135,"U",-5.98839484922555e-05,"",3.775,108717,1273.37754087279,0.28744691770702,0.071156505281387,2.50547427973927e-05,0.000174444065982918,"protein_coding","vascular endothelial growth factor A [Source:HGNC Symbol;Acc:HGNC:12680]","intron",-9407,"XR_926818.3","",""
"667","chr2:194946984-194948598","SLC39A10","chr2",194946984,194948598,1615,"*",4.92742346570037e-05,4.92742346570037e-05,3.3668849362768e-09,0.290995371952721,0.865,1,-0.135,"U",-5.98839484922327e-05,"",4.62,-627379,NA,NA,NA,NA,NA,NA,NA,"intron",216391,"NR_110223.1","",""
"668","chr14:55340551-55342522","ATG14","chr14",55340551,55342522,1972,"*",-4.92498723160106e-05,4.92498723160106e-05,4.59577890466953e-10,0.290583305331397,0.87,0.99,-0.12,"U",-6.8736855570679e-05,"",4.03,69308,576.068245125792,-0.253041487743449,0.0979638900433379,0.00528158104405598,0.0198364406485667,"protein_coding","autophagy related 14 [Source:HGNC Symbol;Acc:HGNC:19962]","intron",36323,"XM_017021393.3","","enhD"
