"","annotated_genes","seqnames","start","end","width","strand","average_shap_value","reliability_shap_value","z_score","avg_meth_R","avg_meth_S","diff","direction","gene_symbol","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","RPMI8226_1_3b","JJN3_1_3b","OPM_4_1","MM1R_1_2","OPM_2_1","OPM_3_3","JJN3_4_2b","OPM_4_3","RPMI8226_4_1b","MM1R_3_1","MM1R_2_2","RPMI8226_2_3b","JJN3_2_2b","JJN3_3_3b","RPMI8226_3_2b","MM1R_4_2","type","description"
"3027","KHDRBS3","chr8",134957898,134959725,1828,"*",0.000210940736197504,0.000210940736197504,3.46691495386044,0.01,0.3,-0.29,"U","",-497731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3028","KHDRBS3","chr8",135852677,135852727,51,"*",-0.000163777141924365,0.000163777141924365,2.64841893124873,0.84,0.71,0.13,"M","",395221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3029","KIAA0232","chr4",6717092,6717437,346,"*",0.000139923780291141,0.000139923780291141,2.2344580802236,0.14,0.535,-0.395,"U","",-63938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3030","KIAA0586","chr14",58420402,58420775,374,"*",0.000157189598787842,0.000157189598787842,2.53409605278444,0.93,0.49,0.44,"M","",-6610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3031","KIAA0825","chr5",94714767,94716495,1729,"*",-0.000273546364504307,0.000273546364504307,4.55339825845052,0.845,0.75,0.095,"M","",-96163,"ENSG00000185261",37.6571545179446,-1.63880743306006,0.443307006182626,9.38711486108229e-06,7.28134297827532e-05,10.7705486265896,21.0603504763788,56.8863578034092,48.0375562874346,75.2543263029085,50.0813141870052,1.61827300877435,68.2860792865683,29.5422927368337,57.2102717183735,51.0726596239714,16.648009920136,3.17999662604228,18.6994341824208,29.2454271782841,64.9215743219832,"protein_coding","KIAA0825 [Source:HGNC Symbol;Acc:HGNC:28532]"
"3032","KIAA1217","chr10",23851582,23853409,1828,"*",0.000139284464350008,0.000139284464350008,2.22336313372781,0,0.295,-0.295,"U","",156836,"ENSG00000120549",4141.10356386552,-0.851714776886618,0.350885893442296,0.0033256098095278,0.0122410019633528,2933.43585094187,2514.07933811772,9894.16294652152,2407.70054846718,8683.55710455245,8822.65818261075,3137.83136401347,7452.16765266838,2203.67039883819,2610.69539941511,2532.21541425948,2569.34286434099,3032.92178208783,3062.64211152954,2157.58139007791,2242.99467340598,"protein_coding","KIAA1217 [Source:HGNC Symbol;Acc:HGNC:25428]"
"3033","KIAA1217","chr10",24568068,24568475,408,"*",0.000195579341541609,0.000195579341541609,3.2003271201427,0,0.405,-0.405,"U","",873322,"ENSG00000120549",4141.10356386552,-0.851714776886618,0.350885893442296,0.0033256098095278,0.0122410019633528,2933.43585094187,2514.07933811772,9894.16294652152,2407.70054846718,8683.55710455245,8822.65818261075,3137.83136401347,7452.16765266838,2203.67039883819,2610.69539941511,2532.21541425948,2569.34286434099,3032.92178208783,3062.64211152954,2157.58139007791,2242.99467340598,"protein_coding","KIAA1217 [Source:HGNC Symbol;Acc:HGNC:25428]"
"3034","KICS2","chr12",64354858,64356521,1664,"*",0.000626002500503208,0.000626002500503208,10.670064087384,0.07,0.485,-0.415,"U","",-132562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3035","KIF16B","chr20",15958859,15959633,775,"*",-0.00016581860861254,0.00016581860861254,2.68384736689527,0.455,1,-0.545,"U","",613815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3036","KIF17","chr1",20724743,20725079,337,"*",-0.000164086146120425,0.000164086146120425,2.65378151460021,0.12,0,0.12,"M","",-6726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3037","KIF19","chr17",74344015,74344624,610,"*",-0.000158890392128316,0.000158890392128316,2.5636123058588,0.175,0,0.175,"M","",17805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3038","KIF1A","chr2",240794444,240796431,1988,"*",-0.000383291172493474,0.000383291172493474,6.45795388500455,0.18,0.05,0.13,"M","",27862,"ENSG00000130294",20.2440901183262,3.11861285870437,1.41146799666897,0.000688541395765439,0.00320605919135593,4.61594941139555,100.036664762799,1.62532450866883,2.91136704772331,1.58430160637702,5.96206121273871,0,1.79700208648864,56.3149955295892,0,4.11876287290092,45.5045604483717,0,0,99.4344524061659,0,"protein_coding","kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888]"
"3039","KIF1A","chr2",240757395,240757505,111,"*",-0.000179687020481921,0.000179687020481921,2.92452537564267,0.39,0,0.39,"M","",66788,"ENSG00000130294",20.2440901183262,3.11861285870437,1.41146799666897,0.000688541395765439,0.00320605919135593,4.61594941139555,100.036664762799,1.62532450866883,2.91136704772331,1.58430160637702,5.96206121273871,0,1.79700208648864,56.3149955295892,0,4.11876287290092,45.5045604483717,0,0,99.4344524061659,0,"protein_coding","kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888]"
"3040","KIF1A","chr2",240718207,240720194,1988,"*",-0.000242226641779501,0.000242226641779501,4.00986316799293,0.19,0.02,0.17,"M","",104099,"ENSG00000130294",20.2440901183262,3.11861285870437,1.41146799666897,0.000688541395765439,0.00320605919135593,4.61594941139555,100.036664762799,1.62532450866883,2.91136704772331,1.58430160637702,5.96206121273871,0,1.79700208648864,56.3149955295892,0,4.11876287290092,45.5045604483717,0,0,99.4344524061659,0,"protein_coding","kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888]"
"3041","KIF1A","chr2",240745782,240747773,1992,"*",-0.000164086146120293,0.000164086146120293,2.65378151459793,0.13,0.01,0.12,"M","",76520,"ENSG00000130294",20.2440901183262,3.11861285870437,1.41146799666897,0.000688541395765439,0.00320605919135593,4.61594941139555,100.036664762799,1.62532450866883,2.91136704772331,1.58430160637702,5.96206121273871,0,1.79700208648864,56.3149955295892,0,4.11876287290092,45.5045604483717,0,0,99.4344524061659,0,"protein_coding","kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888]"
"3042","KIF1A","chr2",240749956,240750569,614,"*",-0.000182288906605116,0.000182288906605116,2.96967955602151,0.395,0,0.395,"M","",73724,"ENSG00000130294",20.2440901183262,3.11861285870437,1.41146799666897,0.000688541395765439,0.00320605919135593,4.61594941139555,100.036664762799,1.62532450866883,2.91136704772331,1.58430160637702,5.96206121273871,0,1.79700208648864,56.3149955295892,0,4.11876287290092,45.5045604483717,0,0,99.4344524061659,0,"protein_coding","kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888]"
"3043","KIF1A","chr2",240692821,240693441,621,"*",-0.000477438525315328,0.000477438525315328,8.09182498858998,0.16,0,0.16,"M","",130852,"ENSG00000130294",20.2440901183262,3.11861285870437,1.41146799666897,0.000688541395765439,0.00320605919135593,4.61594941139555,100.036664762799,1.62532450866883,2.91136704772331,1.58430160637702,5.96206121273871,0,1.79700208648864,56.3149955295892,0,4.11876287290092,45.5045604483717,0,0,99.4344524061659,0,"protein_coding","kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888]"
"3044","KIF26A","chr14",104143747,104145495,1749,"*",-0.000446050957692675,0.000446050957692675,7.54711249043271,0.45,0,0.45,"M","",7293,"ENSG00000066735",61.3754422064727,4.43699951493782,2.49914431595028,0.000882233209056723,0.00397599366325438,0,243.949059684722,1.62532450866883,0,3.16860321275404,0,0,0,337.889973177535,0,0,263.038556738149,0,0,132.335557981735,0,"protein_coding","kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]"
"3045","KIF26A","chr14",104218384,104220375,1992,"*",-0.000351921624490217,0.000351921624490217,5.91355410658444,0.25,0.01,0.24,"M","",81930,"ENSG00000066735",61.3754422064727,4.43699951493782,2.49914431595028,0.000882233209056723,0.00397599366325438,0,243.949059684722,1.62532450866883,0,3.16860321275404,0,0,0,337.889973177535,0,0,263.038556738149,0,0,132.335557981735,0,"protein_coding","kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]"
"3046","KIF26A","chr14",104134748,104136452,1705,"*",-0.00019842984953183,0.00019842984953183,3.24979598460004,0.365,0.01,0.355,"M","",-2,"ENSG00000066735",61.3754422064727,4.43699951493782,2.49914431595028,0.000882233209056723,0.00397599366325438,0,243.949059684722,1.62532450866883,0,3.16860321275404,0,0,0,337.889973177535,0,0,263.038556738149,0,0,132.335557981735,0,"protein_coding","kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]"
"3047","KIF26A","chr14",104391866,104392314,449,"*",-0.000140727821057662,0.000140727821057662,2.2484117277256,0.21,0,0.21,"M","",255412,"ENSG00000066735",61.3754422064727,4.43699951493782,2.49914431595028,0.000882233209056723,0.00397599366325438,0,243.949059684722,1.62532450866883,0,3.16860321275404,0,0,0,337.889973177535,0,0,263.038556738149,0,0,132.335557981735,0,"protein_coding","kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]"
"3048","KIF26A","chr14",104104494,104106392,1899,"*",-0.000132956996784895,0.000132956996784895,2.11355371154391,0.36,0.01,0.35,"M","",-30062,"ENSG00000066735",61.3754422064727,4.43699951493782,2.49914431595028,0.000882233209056723,0.00397599366325438,0,243.949059684722,1.62532450866883,0,3.16860321275404,0,0,0,337.889973177535,0,0,263.038556738149,0,0,132.335557981735,0,"protein_coding","kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]"
"3049","KIF26A","chr14",104548653,104550638,1986,"*",-0.000195304648548085,0.000195304648548085,3.19555998722792,0.1,0.03,0.07,"M","",412199,"ENSG00000066735",61.3754422064727,4.43699951493782,2.49914431595028,0.000882233209056723,0.00397599366325438,0,243.949059684722,1.62532450866883,0,3.16860321275404,0,0,0,337.889973177535,0,0,263.038556738149,0,0,132.335557981735,0,"protein_coding","kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]"
"3050","KIF26A","chr14",104355396,104356911,1516,"*",-0.000226576762831494,0.000226576762831494,3.73826886160663,0.08,0,0.08,"M","",218942,"ENSG00000066735",61.3754422064727,4.43699951493782,2.49914431595028,0.000882233209056723,0.00397599366325438,0,243.949059684722,1.62532450866883,0,3.16860321275404,0,0,0,337.889973177535,0,0,263.038556738149,0,0,132.335557981735,0,"protein_coding","kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]"
"3051","KIF26A","chr14",104114532,104116509,1978,"*",-0.00014850705157508,0.00014850705157508,2.38341562926482,0.35,0.02,0.33,"M","",-19945,"ENSG00000066735",61.3754422064727,4.43699951493782,2.49914431595028,0.000882233209056723,0.00397599366325438,0,243.949059684722,1.62532450866883,0,3.16860321275404,0,0,0,337.889973177535,0,0,263.038556738149,0,0,132.335557981735,0,"protein_coding","kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]"
"3052","KIF26A","chr14",104102426,104103355,930,"*",-0.000320561600084047,0.000320561600084047,5.36931960450632,0.22,0,0.22,"M","",-33099,"ENSG00000066735",61.3754422064727,4.43699951493782,2.49914431595028,0.000882233209056723,0.00397599366325438,0,243.949059684722,1.62532450866883,0,3.16860321275404,0,0,0,337.889973177535,0,0,263.038556738149,0,0,132.335557981735,0,"protein_coding","kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]"
"3053","KIF26A","chr14",104176723,104176888,166,"*",-0.000226576762831401,0.000226576762831401,3.738268861605,0.51,0.11,0.4,"M","",40269,"ENSG00000066735",61.3754422064727,4.43699951493782,2.49914431595028,0.000882233209056723,0.00397599366325438,0,243.949059684722,1.62532450866883,0,3.16860321275404,0,0,0,337.889973177535,0,0,263.038556738149,0,0,132.335557981735,0,"protein_coding","kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]"
"3054","KIF26A","chr14",104181785,104183321,1537,"*",-0.000145394432965571,0.000145394432965571,2.32939799148607,0.27,0,0.27,"M","",45331,"ENSG00000066735",61.3754422064727,4.43699951493782,2.49914431595028,0.000882233209056723,0.00397599366325438,0,243.949059684722,1.62532450866883,0,3.16860321275404,0,0,0,337.889973177535,0,0,263.038556738149,0,0,132.335557981735,0,"protein_coding","kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]"
"3055","KIF26A","chr14",104578647,104580399,1753,"*",-0.000587321521120564,0.000587321521120564,9.99877878219573,0.195,0,0.195,"M","",442193,"ENSG00000066735",61.3754422064727,4.43699951493782,2.49914431595028,0.000882233209056723,0.00397599366325438,0,243.949059684722,1.62532450866883,0,3.16860321275404,0,0,0,337.889973177535,0,0,263.038556738149,0,0,132.335557981735,0,"protein_coding","kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]"
"3056","KIF26A","chr14",104210314,104212082,1769,"*",-0.000142283036692689,0.000142283036692689,2.27540156662977,0.265,0,0.265,"M","",73860,"ENSG00000066735",61.3754422064727,4.43699951493782,2.49914431595028,0.000882233209056723,0.00397599366325438,0,243.949059684722,1.62532450866883,0,3.16860321275404,0,0,0,337.889973177535,0,0,263.038556738149,0,0,132.335557981735,0,"protein_coding","kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]"
"3057","KIF2A","chr5",62151671,62153350,1680,"*",0.000149514948768116,0.000149514948768116,2.40090708334959,0,0.315,-0.315,"U","",-152812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3058","KIF2C","chr1",44699860,44699933,74,"*",-0.000226576762831494,0.000226576762831494,3.73826886160663,0.32,0,0.32,"M","",-39885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3059","KIF4B","chr5",154991294,154991773,480,"*",0.000153352099464875,0.000153352099464875,2.46749854296716,0.1,0.53,-0.43,"U","",-21982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3060","KIFAP3","chr1",170096804,170098155,1352,"*",0.000141841803343213,0.000141841803343213,2.26774422525968,0,0.2,-0.2,"U","",-11596,"ENSG00000075945",1323.20679127048,-0.472786994173108,0.217146667699614,0.0167509453657757,0.0464645279786326,862.413215029069,1325.0470508055,2182.81081514224,1155.08487618422,1953.44388066287,2359.78382800198,1271.96258489664,1752.07703432642,919.503861433947,1001.17975507154,1150.78234668852,1179.78896967364,987.388952386128,871.556236676311,1206.37387110422,992.111382244392,"protein_coding","kinesin associated protein 3 [Source:HGNC Symbol;Acc:HGNC:17060]"
"3061","KIRREL1","chr1",157948510,157948531,22,"*",-0.000135289614003032,0.000135289614003032,2.1540348908252,0.725,1,-0.275,"U","",-44742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3062","KIRREL3","chr11",126399598,126401397,1800,"*",-0.000216148153184203,0.000216148153184203,3.55728656691032,0.61,0.84,-0.23,"U","",602063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3063","KIRREL3","chr11",127084514,127086301,1788,"*",0.000146957055115363,0.000146957055115363,2.3565163660324,0,0.31,-0.31,"U","",-81054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3064","KITLG","chr12",88370025,88371113,1089,"*",0.000343761553574516,0.000343761553574516,5.77194094728936,0.84,0.545,0.295,"M","",209738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3065","KIZ","chr20",20754387,20755021,635,"*",-0.000148507051575081,0.000148507051575081,2.38341562926484,0.275,0,0.275,"M","",-370962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3066","KIZ","chr20",21113891,21114557,667,"*",0.00013800587109939,0.00013800587109939,2.20117391116542,0.23,0.425,-0.195,"U","",-11426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3067","KL","chr13",33348280,33349813,1534,"*",-0.000398978831048633,0.000398978831048633,6.7302038339191,0.265,0.4,-0.135,"U","STARD13",331857,"ENSG00000133116",6.73939036798636,-4.8565874435694,1.81600696148998,0.000145989291111678,0.000834614190211504,0,0,0,29.8415122391639,0,0,0,1.79700208648864,0,33.3726585023845,26.3600823865659,0,0,0,0,16.4589906731788,"protein_coding","klotho [Source:HGNC Symbol;Acc:HGNC:6344]"
"3068","KL","chr13",33009214,33011205,1992,"*",0.000226304329875381,0.000226304329875381,3.73354095029191,0.07,0.38,-0.31,"U","",-5218,"ENSG00000133116",6.73939036798636,-4.8565874435694,1.81600696148998,0.000145989291111678,0.000834614190211504,0,0,0,29.8415122391639,0,0,0,1.79700208648864,0,33.3726585023845,26.3600823865659,0,0,0,0,16.4589906731788,"protein_coding","klotho [Source:HGNC Symbol;Acc:HGNC:6344]"
"3069","KLB","chr4",39434280,39434677,398,"*",0.000441498147030722,0.000441498147030722,7.46810117935807,0.17,0.465,-0.295,"U","",27350,"ENSG00000134962",7.85416158614449,-1.21248416586607,0.861664401846225,0.0171026076869481,0.0472849372577143,5.38527431329481,3.51005841272981,0,28.3858287153023,4.75290481913106,2.38482448509549,4.85481902632306,1.79700208648864,2.76958994407816,17.163081515512,18.9463092153442,6.6592039680544,0,1.62603775499312,0,27.4316511219647,"protein_coding","klotho beta [Source:HGNC Symbol;Acc:HGNC:15527]"
"3070","KLF11","chr2",10010653,10010666,14,"*",-0.000407379249014673,0.000407379249014673,6.87598807278902,0.85,1,-0.15,"U","",-32183,"ENSG00000172059",1013.14672191711,0.500029950241844,0.180289343036013,0.00300864304654995,0.0112675249094882,1185.52967382676,1435.61389080649,640.37785641552,985.49774565434,611.54042006153,741.680414864696,1431.36247626091,519.333602995217,974.895660315511,1022.15685470161,1029.69071822523,1129.84493991323,1320.49359896406,1227.6585050198,924.155498833777,1030.51569381514,"protein_coding","Kruppel like factor 11 [Source:HGNC Symbol;Acc:HGNC:11811]"
"3071","KLHDC4","chr16",87858252,87858319,68,"*",-0.000226576762831316,0.000226576762831316,3.73826886160353,0.86,0.94,-0.0799999999999998,"U","",-92260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3072","KLHDC7A","chr1",18166011,18167978,1968,"*",-0.000242226641779598,0.000242226641779598,4.00986316799462,0.085,0,0.085,"M","",-312952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3073","KLHDC7A","chr1",18338114,18340091,1978,"*",-0.00021093544023978,0.00021093544023978,3.46682304567575,0.075,0,0.075,"M","",-140839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3074","KLHL14","chr18",32750372,32752084,1713,"*",0.000134170413277642,0.000134170413277642,2.13461183038304,0,0.38,-0.38,"U","",20939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3075","KLHL17","chr1",929838,930076,239,"*",-0.000359763213636771,0.000359763213636771,6.04964020490509,0.245,0,0.245,"M","",-30508,"ENSG00000187961",807.9447904693,0.729106455195354,0.265618057816523,0.00185355931020673,0.00748554800339314,1810.22149416895,512.468528258552,586.742147629449,535.691536781089,587.775895965875,525.853798963554,1004.13840194449,609.183707319648,750.55887484518,548.265103967746,545.324204372081,557.153398660552,1565.35333916931,1419.53096010899,682.149588933476,686.705666419851,"protein_coding","kelch like family member 17 [Source:HGNC Symbol;Acc:HGNC:24023]"
"3076","KLHL29","chr2",23502249,23502327,79,"*",0.000373767676818091,0.000373767676818091,6.29267930295049,0.17,0.49,-0.32,"U","",117070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3077","KLHL29","chr2",22424872,22426571,1700,"*",-0.000187493991607552,0.000187493991607552,3.06001069887667,0.135,0,0.135,"M","",-958608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3078","KLHL29","chr2",23476121,23476556,436,"*",-0.000224527134064422,0.000224527134064422,3.70269877795347,0.595,0.94,-0.345,"U","",90942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3079","KLHL35","chr11",75432247,75433427,1181,"*",-0.000184891236226899,0.000184891236226899,3.01484143305358,0.24,0.04,0.2,"M","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3080","KLHL9","chr9",21345128,21346983,1856,"*",0.000167424456632075,0.000167424456632075,2.71171590060575,0,0.35,-0.35,"U","",-9724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3081","KLK1","chr19",50830152,50832073,1922,"*",-0.000158890392128252,0.000158890392128252,2.56361230585769,0.36,0.01,0.35,"M","",-6365,"ENSG00000167748",66.6510156084822,2.5726406365666,1.90928739437384,0.00619274208892594,0.0205391660472426,0,263.254380954735,4.8759735260065,0,10.2979604414506,10.7317101829297,0,14.3760166919091,277.882191055842,0,0,206.435323009686,0,0,278.562693873156,0,"protein_coding","kallikrein 1 [Source:HGNC Symbol;Acc:HGNC:6357]"
"3082","KLK1","chr19",50811458,50813367,1910,"*",-0.000203118581768987,0.000203118581768987,3.33116613346908,0.145,0,0.145,"M","",10420,"ENSG00000167748",66.6510156084822,2.5726406365666,1.90928739437384,0.00619274208892594,0.0205391660472426,0,263.254380954735,4.8759735260065,0,10.2979604414506,10.7317101829297,0,14.3760166919091,277.882191055842,0,0,206.435323009686,0,0,278.562693873156,0,"protein_coding","kallikrein 1 [Source:HGNC Symbol;Acc:HGNC:6357]"
"3083","KLK11","chr19",51032011,51032084,74,"*",-0.000126747375153176,0.000126747375153176,2.0057894351817,0.24,0,0.24,"M","",-3972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3084","KLK15","chr19",50830152,50832073,1922,"*",-0.000158890392128252,0.000158890392128252,2.56361230585769,0.36,0.01,0.35,"M","",5140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3085","KLK3","chr19",50851609,50853503,1895,"*",-0.000199211228804674,0.000199211228804674,3.26335635540788,0.305,0.02,0.285,"M","",-1412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3086","KLRF2","chr12",9887236,9888765,1530,"*",0.000163803723589672,0.000163803723589672,2.64888024018126,0.9,0.755,0.145,"M","",5747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3087","KMT2E","chr7",105126766,105127489,724,"*",-0.000271083714083514,0.000271083714083514,4.51066043056512,0.41,0,0.41,"M","",185214,"ENSG00000005483",3687.96631639441,-0.849379089698394,0.179349062571292,4.94513921141214e-07,5.03654723791203e-06,2140.26187708374,2180.62378890839,6400.52791513786,4060.62918981208,6242.94047992865,6413.98545266431,3321.50535050936,4350.54205138899,2348.61227257828,3555.61838729691,3818.09318317915,2488.32254939633,2915.26190692426,2727.67833400095,2434.68181259215,3608.1765109091,"protein_coding","lysine methyltransferase 2E (inactive) [Source:HGNC Symbol;Acc:HGNC:18541]"
"3088","KMT5C","chr19",55342388,55342413,26,"*",-0.000479172978541585,0.000479172978541585,8.12192538888764,0.735,0.91,-0.175,"U","",2535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3089","KNDC1","chr10",133126565,133126588,24,"*",-0.00019472205658768,0.00019472205658768,3.18544945155424,0.455,0,0.455,"M","",-33631,"ENSG00000171798",24.7856436270827,2.55363238738716,1.84595234776041,0.00582629195411222,0.0194946264755905,0,75.4662558736908,1.62532450866883,0,0.79215080318851,2.38482448509549,0,12.5790146054205,98.7820413387875,0,0,142.063017985161,0,0,62.8776684333108,0,"protein_coding","kinase non-catalytic C-lobe domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29374]"
"3090","KPTN","chr19",47491609,47493090,1482,"*",-0.000192339478286218,0.000192339478286218,3.14410122749792,0.875,0.95,-0.075,"U","",-7344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3091","KRBA1","chr7",149699234,149701024,1791,"*",0.00013033547054171,0.00013033547054171,2.06805868860752,0,0.185,-0.185,"U","",-13757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3092","KRT10","chr17",41065663,41065681,19,"*",-0.000260334930205425,0.000260334930205425,4.3241217032328,0.605,1,-0.395,"U","",-243049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3093","KRT10","chr17",41084327,41085673,1347,"*",0.000187899633773372,0.000187899633773372,3.06705037650184,0,0.26,-0.26,"U","",-261713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3094","KRT16","chr17",41622471,41623765,1295,"*",-0.000226576762831402,0.000226576762831402,3.73826886160503,0.2,0.04,0.16,"M","KRT17",-9572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3095","KRT17","chr17",41622471,41623765,1295,"*",-0.000226576762831402,0.000226576762831402,3.73826886160503,0.2,0.04,0.16,"M","KRT17",1077,"ENSG00000128422",41.3282293840071,1.89494749399508,1.43651443043393,0.0101491747967114,0.0308410528793462,153.864980379852,0,8.93928479767858,0.727841761930827,18.2194684733357,10.7317101829297,151.308526320402,8.98501043244319,0,6.6745317004769,4.11876287290092,0,138.329853232839,159.351699989325,0,0,"protein_coding","keratin 17 [Source:HGNC Symbol;Acc:HGNC:6427]"
