"","seqnames","start","end","width","strand","startCpG","endCpG","target","region","lenCpG","bp","tg_mean","bg_mean","delta_means","delta_quants","delta_maxmin","ttest","direction","annotated_genes","dist_to_TSS"
"4052","chr7",76225453,76225560,108,"*",11663913,11663919,"R","chr7:76225453-76225560","6CpGs","107bp",0.674,0.221,0.453,0.422,0.398,0.0115,"M","SRRM3, HSPB1","23557, -77113"
"4053","chr7",78217114,78217418,305,"*",11686988,11686991,"R","chr7:78217114-78217418","3CpGs","304bp",0.964,0.662,0.302,0.248,0.229,0.0282,"M","TMEM60","-418680"
"4054","chr7",86327382,86327395,14,"*",11735606,11735610,"R","chr7:86327382-86327395","4CpGs","13bp",0.959,0.633,0.326,0.274,0.252,0.0249,"M","GRM3","-316514"
"4055","chr7",86612765,86614319,1555,"*",11737127,11737133,"R","chr7:86612765-86614319","6CpGs","1554bp",0.443,0.142,0.301,0.239,0.229,0.0375,"M","GRM3","-29590"
"4056","chr7",88437911,88438608,698,"*",11748718,11748721,"R","chr7:88437911-88438608","3CpGs","697bp",0.536,0.111,0.425,0.354,0.333,0.0234,"M","STEAP4, ZNF804B","-131017, -321092"
"4057","chr7",88678831,88679191,361,"*",11749955,11749958,"R","chr7:88678831-88679191","3CpGs","360bp",0.697,0.342,0.355,0.306,0.265,0.049,"M","STEAP4, ZNF804B","-371937, -80509"
"4058","chr7",88936486,88936896,411,"*",11751352,11751356,"R","chr7:88936486-88936896","4CpGs","410bp",0.856,0.371,0.485,0.433,0.414,0.0105,"M","TEX47","-140749"
"4059","chr7",88987856,88988834,979,"*",11751547,11751552,"R","chr7:88987856-88988834","5CpGs","978bp",0.575,0.128,0.448,0.439,0.432,0.000862,"M","TEX47","-192119"
"4060","chr7",89107504,89108296,793,"*",11752058,11752068,"R","chr7:89107504-89108296","10CpGs","792bp",0.907,0.374,0.533,0.457,0.409,0.0322,"M","TEX47","-311767"
"4061","chr7",89138967,89139292,326,"*",11752234,11752238,"R","chr7:89138967-89139292","4CpGs","325bp",0.795,0.324,0.471,0.382,0.339,0.0386,"M","TEX47","-343230"
"4062","chr7",89715454,89715919,466,"*",11755112,11755117,"R","chr7:89715454-89715919","5CpGs","465bp",0.803,0.405,0.398,0.368,0.352,0.00735,"M","TEX47, STEAP1","-919717, -438537"
"4063","chr7",89818456,89820192,1737,"*",11755596,11755605,"R","chr7:89818456-89820192","9CpGs","1736bp",0.897,0.487,0.409,0.385,0.362,0.0117,"M","STEAP1","-334264"
"4064","chr7",89948214,89949572,1359,"*",11756262,11756270,"R","chr7:89948214-89949572","8CpGs","1358bp",0.791,0.434,0.358,0.29,0.261,0.0354,"M","STEAP1","-204884"
"4065","chr7",89974948,89976359,1412,"*",11756425,11756433,"R","chr7:89974948-89976359","8CpGs","1411bp",0.801,0.499,0.302,0.259,0.251,0.0181,"M","STEAP1","-178097"
"4066","chr7",90010514,90010880,367,"*",11756576,11756584,"R","chr7:90010514-90010880","8CpGs","366bp",0.761,0.398,0.364,0.336,0.316,0.0118,"M","STEAP1","-143576"
"4067","chr7",90019323,90019960,638,"*",11756617,11756622,"R","chr7:90019323-90019960","5CpGs","637bp",0.935,0.588,0.347,0.315,0.283,0.0328,"M","STEAP1","-134496"
"4068","chr7",90149833,90149940,108,"*",11757409,11757412,"R","chr7:90149833-90149940","3CpGs","107bp",0.467,0.154,0.313,0.245,0.226,0.0384,"M","STEAP1","-4516"
"4069","chr7",90221145,90222103,959,"*",11757966,11757971,"R","chr7:90221145-90222103","5CpGs","958bp",0.536,0.146,0.389,0.338,0.318,0.0163,"M","STEAP2, CFAP69","53555, -23071"
"4070","chr7",94657108,94657248,141,"*",11788706,11788716,"R","chr7:94657108-94657248","10CpGs","140bp",0.693,0.332,0.361,0.292,0.264,0.0338,"M","PEG10, SGCE","783, -536"
"4071","chr7",96093038,96093337,300,"*",11798236,11798239,"R","chr7:96093038-96093337","3CpGs","299bp",0.95,0.619,0.331,0.261,0.233,0.0409,"M","DYNC1I1, SLC25A13","320532, 228810"
"4072","chr7",97508260,97508276,17,"*",11809144,11809148,"R","chr7:97508260-97508276","4CpGs","16bp",0.7,0.354,0.346,0.277,0.25,0.0365,"M","SDHAF3, TAC1","390562, -223808"
"4073","chr7",98070031,98070044,14,"*",11815045,11815048,"R","chr7:98070031-98070044","3CpGs","13bp",1,0.697,0.303,0.274,0.273,0.00985,"M","OCM2, LMTK2","-78862, -36818"
"4074","chr7",101419514,101419654,141,"*",11876826,11876833,"R","chr7:101419514-101419654","7CpGs","140bp",0.5,0.0871,0.413,0.409,0.409,8.42e-05,"M","COL26A1, MYL10","56639, 209642"
"4075","chr7",103280385,103280488,104,"*",11906782,11906794,"R","chr7:103280385-103280488","12CpGs","103bp",0.55,0.158,0.392,0.327,0.289,0.0385,"M","FBXL13, PMPCB","-205546, -16919"
"4076","chr7",104765698,104766112,415,"*",11917667,11917670,"R","chr7:104765698-104766112","3CpGs","414bp",0.958,0.536,0.423,0.368,0.345,0.0164,"M","LHFPL3, KMT2E","437095, -175440"
"4077","chr7",107100659,107100873,215,"*",11941173,11941176,"R","chr7:107100659-107100873","3CpGs","214bp",1,0.646,0.354,0.31,0.308,0.0166,"M","PRKAR2B, DUS4L-BCAP29","55954, -463098"
"4078","chr7",107743213,107743228,16,"*",11946161,11946164,"R","chr7:107743213-107743228","3CpGs","15bp",0.343,0,0.343,0.314,0.286,0.0267,"M","CBLL1","140"
"4079","chr7",108253463,108253549,87,"*",11950946,11950949,"R","chr7:108253463-108253549","3CpGs","86bp",0.528,0.11,0.418,0.379,0.364,0.00834,"M","LAMB4, NRCAM","-123102, 203168"
"4080","chr7",116288739,116288752,14,"*",11999218,11999221,"R","chr7:116288739-116288752","3CpGs","13bp",0.859,0.317,0.543,0.486,0.444,0.0228,"M","CAV2","666"
"4081","chr7",117692332,117692423,92,"*",12009758,12009765,"R","chr7:117692332-117692423","7CpGs","91bp",0.707,0.296,0.411,0.35,0.323,0.0228,"M","ASZ1, CTTNBP2","-264209, 181716"
"4082","chr7",120727857,120728083,227,"*",12026033,12026040,"R","chr7:120727857-120728083","7CpGs","226bp",0.63,0.288,0.342,0.265,0.235,0.0454,"M","KCND2, TSPAN12","454682, 130319"
"4083","chr7",121573888,121573943,56,"*",12031664,12031667,"R","chr7:121573888-121573943","3CpGs","55bp",0.739,0.414,0.324,0.305,0.299,0.00315,"M","FAM3C, PTPRZ1","-177524, -299146"
"4084","chr7",123036090,123036208,119,"*",12040900,12040906,"R","chr7:123036090-123036208","6CpGs","118bp",0.848,0.4,0.448,0.435,0.421,0.00355,"M","TAS2R16, SLC13A1","-40390, 163764"
"4085","chr7",132206696,132206789,94,"*",12123282,12123285,"R","chr7:132206696-132206789","3CpGs","93bp",0.804,0.41,0.393,0.365,0.338,0.0181,"M","PODXL, PLXNA4","-648479, 441899"
"4086","chr7",135067244,135067871,628,"*",12147367,12147380,"R","chr7:135067244-135067871","13CpGs","627bp",0.863,0.499,0.364,0.32,0.298,0.0173,"M","AGBL3, TMEM140","80736, -80201"
"4087","chr7",138508242,138508721,480,"*",12175183,12175191,"R","chr7:138508242-138508721","8CpGs","479bp",0.935,0.543,0.392,0.318,0.283,0.0376,"M","TRIM24, SVOPL","47983, 192641"
"4088","chr7",138870289,138870380,92,"*",12179616,12179619,"R","chr7:138870289-138870380","3CpGs","91bp",0.633,0.171,0.462,0.418,0.4,0.00891,"M","ATP6V0A4, KIAA1549","-70729, 111009"
"4089","chr7",140241974,140242825,852,"*",12198170,12198175,"R","chr7:140241974-140242825","5CpGs","851bp",0.508,0.0931,0.415,0.394,0.375,0.00807,"M","KDM7A, SLC37A3","-64991, 155725"
"4090","chr7",142480613,142481892,1280,"*",12221439,12221449,"R","chr7:142480613-142481892","10CpGs","1279bp",0.977,0.636,0.342,0.289,0.276,0.0197,"M","TAS2R38, PIP","-506840, -650185"
"4091","chr7",142722685,142723129,445,"*",12223300,12223306,"R","chr7:142722685-142723129","6CpGs","444bp",0.655,0.238,0.418,0.379,0.343,0.0285,"M","TAS2R38, PIP","-748912, -408948"
"4092","chr7",143428152,143428196,45,"*",12230724,12230727,"R","chr7:143428152-143428196","3CpGs","44bp",0.806,0.335,0.47,0.382,0.338,0.0399,"M","FAM131B, TCAF1","-65382, 474002"
"4093","chr7",143863303,143864824,1522,"*",12234021,12234038,"R","chr7:143863303-143864824","17CpGs","1521bp",0.887,0.321,0.566,0.463,0.457,0.034,"M","FAM131B, TCAF1","-500533, 37374"
"4094","chr7",143938535,143939206,672,"*",12234678,12234683,"R","chr7:143938535-143939206","5CpGs","671bp",0.317,0,0.317,0.308,0.3,0.00276,"M","TCAF1, OR2A25","-36337, -130605"
"4095","chr7",144084352,144084579,228,"*",12235727,12235732,"R","chr7:144084352-144084579","5CpGs","227bp",0.852,0.44,0.413,0.357,0.329,0.021,"M","OR2A12","-1699"
"4096","chr7",145028578,145029198,621,"*",12243516,12243519,"R","chr7:145028578-145029198","3CpGs","620bp",0.375,0,0.375,0.354,0.333,0.0121,"M","TPK1","-192183"
"4097","chr7",149089862,149090007,146,"*",12278042,12278051,"R","chr7:149089862-149090007","9CpGs","145bp",1,0.646,0.354,0.322,0.321,0.0085,"M","ZNF786","775"
"4098","chr7",149385135,149385206,72,"*",12283332,12283335,"R","chr7:149385135-149385206","3CpGs","71bp",0.619,0.1,0.519,0.4,0.371,0.0426,"M","ZNF783, ZNF777","122939, 75856"
"4099","chr7",149960357,149960387,31,"*",12292435,12292438,"R","chr7:149960357-149960387","3CpGs","30bp",1,0.664,0.336,0.276,0.273,0.034,"M","ATP6V0E2, LRRC61","87389, -362252"
"4100","chr7",153786670,153786696,27,"*",12347221,12347225,"R","chr7:153786670-153786696","4CpGs","26bp",0.747,0.277,0.47,0.422,0.397,0.0127,"M","DPP6","38537"
"4101","chr7",153871492,153871544,53,"*",12348005,12348008,"R","chr7:153871492-153871544","3CpGs","52bp",0.492,0.0455,0.447,0.385,0.364,0.0169,"M","DPP6","123359"
"4102","chr7",153918808,153919221,414,"*",12348641,12348645,"R","chr7:153918808-153919221","4CpGs","413bp",0.743,0.265,0.478,0.442,0.437,0.00539,"M","DPP6","170675"
"4103","chr7",154005399,154005435,37,"*",12349689,12349692,"R","chr7:154005399-154005435","3CpGs","36bp",0.958,0.582,0.377,0.315,0.292,0.0245,"M","DPP6, PAXIP1","257266, 997689"
"4104","chr7",154330475,154330565,91,"*",12353592,12353597,"R","chr7:154330475-154330565","5CpGs","90bp",0.411,0.0541,0.356,0.35,0.344,0.000888,"M","DPP6, PAXIP1","582342, 672559"
"4105","chr7",154656290,154656527,238,"*",12357134,12357144,"R","chr7:154656290-154656527","10CpGs","237bp",0.932,0.297,0.635,0.586,0.57,0.00532,"M","DPP6, PAXIP1","908157, 346597"
"4106","chr7",155420121,155420146,26,"*",12369684,12369687,"R","chr7:155420121-155420146","3CpGs","25bp",0.783,0.409,0.374,0.306,0.279,0.0311,"M","INSIG1, EN2","122345, -37983"
"4107","chr7",155424015,155424057,43,"*",12369752,12369755,"R","chr7:155424015-155424057","3CpGs","42bp",0.912,0.415,0.497,0.415,0.369,0.0359,"M","INSIG1, EN2","126239, -34072"
"4108","chr7",157018192,157018223,32,"*",12396103,12396107,"R","chr7:157018192-157018223","4CpGs","31bp",0.733,0.236,0.497,0.451,0.417,0.0182,"M","MNX1, UBE3C","-7529, -120703"
"4109","chr7",157474721,157474788,68,"*",12405579,12405584,"R","chr7:157474721-157474788","5CpGs","67bp",0.727,0.375,0.352,0.306,0.298,0.0149,"M","DNAJB6","139340"
"4110","chr7",157663533,157663686,154,"*",12410569,12410573,"R","chr7:157663533-157663686","4CpGs","153bp",0.649,0.277,0.372,0.321,0.303,0.0167,"M","DNAJB6, PTPRN2","328152, 924137"
"4111","chr7",157693279,157694027,749,"*",12411772,12411854,"R","chr7:157693279-157694027","82CpGs","748bp",0.935,0.566,0.37,0.336,0.324,0.00751,"M","DNAJB6, PTPRN2","357898, 893796"
"4112","chr8",737112,737143,32,"*",12456072,12456078,"R","chr8:737112-737143","6CpGs","31bp",0.292,0.893,0.601,0.479,0.452,0.0347,"U","TDRP","-191331"
"4113","chr8",1338555,1338871,317,"*",12469347,12469354,"R","chr8:1338555-1338871","7CpGs","316bp",0.292,0.833,0.542,0.442,0.417,0.0283,"U","TDRP","-792774"
"4114","chr8",4834772,4834830,59,"*",12518336,12518341,"R","chr8:4834772-4834830","5CpGs","58bp",0.469,0.817,0.348,0.276,0.239,0.0487,"U","CSMD1","160142"
"4115","chr8",6562118,6562245,128,"*",12535918,12535924,"R","chr8:6562118-6562245","6CpGs","127bp",0.183,0.679,0.495,0.401,0.388,0.0328,"U","MCPH1, ANGPT2","155526, 1164"
"4116","chr8",12188940,12189023,84,"*",12613471,12613475,"R","chr8:12188940-12189023","4CpGs","83bp",0.65,1,0.35,0.325,0.3,0.0198,"U","USP17L2, FAM86B1","-50091, 5110"
"4117","chr8",14573220,14573237,18,"*",12635947,12635950,"R","chr8:14573220-14573237","3CpGs","17bp",0.55,0.938,0.387,0.303,0.275,0.0401,"U","SGCZ","665194"
"4118","chr8",14941375,14943266,1892,"*",12638460,12638472,"R","chr8:14941375-14943266","12CpGs","1891bp",0.122,0.661,0.538,0.487,0.476,0.00798,"U","SGCZ","295165"
"4119","chr8",15095535,15095848,314,"*",12639633,12639638,"R","chr8:15095535-15095848","5CpGs","313bp",0,0.422,0.422,0.401,0.4,0.00276,"U","SGCZ","142583"
"4120","chr8",16806815,16808579,1765,"*",12652848,12652857,"R","chr8:16806815-16808579","9CpGs","1764bp",0.181,0.742,0.561,0.484,0.459,0.0165,"U","MSR1, FGF20","-239453, 193766"
"4121","chr8",19870441,19870673,233,"*",12682980,12682983,"R","chr8:19870441-19870673","3CpGs","232bp",0.371,0.774,0.403,0.318,0.286,0.04,"U","INTS10, LPL","53050, -31044"
"4122","chr8",20413189,20413338,150,"*",12688776,12688779,"R","chr8:20413189-20413338","3CpGs","149bp",0.442,0.844,0.403,0.354,0.345,0.013,"U","LZTS1","-109226"
"4123","chr8",21284553,21285673,1121,"*",12696069,12696077,"R","chr8:21284553-21285673","8CpGs","1120bp",0.18,0.517,0.337,0.311,0.3,0.00593,"U","LZTS1, GFRA2","-980590, 526684"
"4124","chr8",21789534,21789568,35,"*",12701347,12701352,"R","chr8:21789534-21789568","5CpGs","34bp",0,0.713,0.713,0.629,0.625,0.0147,"U","GFRA2","22789"
"4125","chr8",22561652,22561707,56,"*",12714436,12714440,"R","chr8:22561652-22561707","4CpGs","55bp",0.0333,0.355,0.322,0.263,0.244,0.0288,"U","SORBS3, PDLIM2","16666, -16572"
"4126","chr8",26245573,26245988,416,"*",12754189,12754196,"R","chr8:26245573-26245988","7CpGs","415bp",0.52,0.839,0.319,0.243,0.222,0.0457,"U","EBF2, PPP2R2A","-200160, -45520"
"4127","chr8",26837391,26838353,963,"*",12760818,12760825,"R","chr8:26837391-26838353","7CpGs","962bp",0.537,1,0.463,0.419,0.375,0.034,"U","PNMA2, ADRA1A","-323299, 28925"
"4128","chr8",26925134,26926648,1515,"*",12761553,12761557,"R","chr8:26925134-26926648","4CpGs","1514bp",0.646,0.955,0.308,0.242,0.217,0.0414,"U","ADRA1A, STMN4","-57856, 331772"
"4129","chr8",27894102,27894947,846,"*",12771326,12771337,"R","chr8:27894102-27894947","11CpGs","845bp",0.628,0.958,0.33,0.3,0.271,0.028,"U","PBK, SCARA5","-56020, 97726"
"4130","chr8",29125976,29126173,198,"*",12786000,12786004,"R","chr8:29125976-29126173","4CpGs","197bp",0.36,0.708,0.348,0.289,0.267,0.0264,"U","INTS9, KIF13B","-235734, 136951"
"4131","chr8",31698472,31700027,1556,"*",12811163,12811170,"R","chr8:31698472-31700027","7CpGs","1555bp",0.646,0.976,0.33,0.284,0.26,0.0239,"U","NRG1, LOC128092250","59250, -947175"
"4132","chr8",32300199,32300806,608,"*",12814893,12814897,"R","chr8:32300199-32300806","4CpGs","607bp",0.613,0.944,0.332,0.273,0.264,0.0282,"U","NRG1, LOC128092250","660977, -346396"
"4133","chr8",32878429,32879150,722,"*",12819093,12819097,"R","chr8:32878429-32879150","4CpGs","721bp",0.45,0.896,0.446,0.401,0.375,0.0144,"U","LOC128092250, FUT10","231227, 593996"
"4134","chr8",33949167,33951036,1870,"*",12827848,12827854,"R","chr8:33949167-33951036","6CpGs","1869bp",0.167,0.643,0.476,0.367,0.321,0.0492,"U","DUSP26","-349144"
"4135","chr8",34085073,34085396,324,"*",12828728,12828731,"R","chr8:34085073-34085396","3CpGs","323bp",0.191,0.633,0.442,0.406,0.4,0.00604,"U","DUSP26","-485050"
"4136","chr8",34159290,34159716,427,"*",12829172,12829175,"R","chr8:34159290-34159716","3CpGs","426bp",0.45,0.817,0.367,0.305,0.278,0.0289,"U","DUSP26","-559267"
"4137","chr8",34174869,34175185,317,"*",12829272,12829280,"R","chr8:34174869-34175185","8CpGs","316bp",0.392,0.746,0.354,0.306,0.3,0.0168,"U","DUSP26","-574846"
"4138","chr8",34190150,34191304,1155,"*",12829352,12829356,"R","chr8:34190150-34191304","4CpGs","1154bp",0.307,0.958,0.652,0.584,0.553,0.0115,"U","DUSP26","-590127"
"4139","chr8",34273478,34273653,176,"*",12829865,12829868,"R","chr8:34273478-34273653","3CpGs","175bp",0.183,0.667,0.483,0.475,0.467,0.00119,"U","DUSP26, UNC5D","-673455, -961822"
"4140","chr8",34330244,34332203,1960,"*",12830161,12830169,"R","chr8:34330244-34332203","8CpGs","1959bp",0.464,0.902,0.438,0.394,0.375,0.0103,"U","DUSP26, UNC5D","-730221, -903272"
"4141","chr8",34357682,34357726,45,"*",12830311,12830314,"R","chr8:34357682-34357726","3CpGs","44bp",0.55,0.955,0.405,0.336,0.309,0.0268,"U","DUSP26, UNC5D","-757659, -877749"
"4142","chr8",36214051,36214336,286,"*",12841883,12841886,"R","chr8:36214051-36214336","3CpGs","285bp",0.188,0.757,0.57,0.498,0.464,0.0172,"U","UNC5D, KCNU1","978576, -569988"
"4143","chr8",37474600,37475484,885,"*",12850670,12850675,"R","chr8:37474600-37475484","5CpGs","884bp",0.571,0.916,0.345,0.338,0.338,0.000411,"U","KCNU1, ZNF703","690276, -220298"
"4144","chr8",37520994,37521132,139,"*",12851191,12851194,"R","chr8:37520994-37521132","3CpGs","138bp",0.163,0.774,0.61,0.511,0.464,0.0284,"U","KCNU1, ZNF703","736670, -174650"
"4145","chr8",41134860,41136486,1627,"*",12888485,12888495,"R","chr8:41134860-41136486","10CpGs","1626bp",0.66,0.968,0.307,0.265,0.251,0.0166,"U","ZMAT4, SFRP1","-237027, 172987"
"4146","chr8",41221517,41221941,425,"*",12889298,12889301,"R","chr8:41221517-41221941","3CpGs","424bp",0.3,0.809,0.509,0.45,0.4,0.0368,"U","ZMAT4, SFRP1","-323684, 87532"
"4147","chr8",42155193,42155660,468,"*",12902604,12902607,"R","chr8:42155193-42155660","3CpGs","467bp",0.528,0.84,0.312,0.292,0.278,0.00825,"U","AP3M2, PLAT","2247, 52049"
"4148","chr8",47175929,47176158,230,"*",12965739,12965744,"R","chr8:47175929-47176158","5CpGs","229bp",0.207,0.583,0.376,0.293,0.286,0.046,"U","LOC105375817","22703"
"4149","chr8",48933453,48934837,1385,"*",12985373,12985382,"R","chr8:48933453-48934837","9CpGs","1384bp",0.0982,0.528,0.43,0.39,0.375,0.00797,"U","SNAI2, PPDPFL","-11713, -119474"
"4150","chr8",48959833,48960137,305,"*",12985524,12985529,"R","chr8:48959833-48960137","5CpGs","304bp",0.236,0.718,0.482,0.426,0.417,0.0119,"U","SNAI2, PPDPFL","-38093, -94174"
"4151","chr8",49807098,49808651,1554,"*",12990818,12990822,"R","chr8:49807098-49808651","4CpGs","1553bp",0.247,0.735,0.487,0.381,0.364,0.0409,"U","PPDPFL, SNTG1","752787, -101138"
"4152","chr8",49920069,49921588,1520,"*",12991512,12991524,"R","chr8:49920069-49921588","12CpGs","1519bp",0.0769,0.633,0.556,0.467,0.426,0.027,"U","SNTG1","10280"
"4153","chr8",49957604,49958711,1108,"*",12991733,12991747,"R","chr8:49957604-49958711","14CpGs","1107bp",0.197,0.779,0.582,0.515,0.501,0.0117,"U","SNTG1","47815"
"4154","chr8",49962314,49962919,606,"*",12991766,12991772,"R","chr8:49962314-49962919","6CpGs","605bp",0,0.716,0.716,0.684,0.682,0.00226,"U","SNTG1","52525"
"4155","chr8",50167074,50167477,404,"*",12992980,12992984,"R","chr8:50167074-50167477","4CpGs","403bp",0.142,0.477,0.336,0.285,0.255,0.0331,"U","SNTG1","257285"
"4156","chr8",50312291,50312804,514,"*",12993764,12993769,"R","chr8:50312291-50312804","5CpGs","513bp",0.261,0.811,0.55,0.446,0.422,0.0297,"U","SNTG1","402502"
"4157","chr8",50785886,50787733,1848,"*",12996405,12996409,"R","chr8:50785886-50787733","4CpGs","1847bp",0.545,0.941,0.396,0.34,0.337,0.0214,"U","SNTG1","876097"
"4158","chr8",51081460,51082537,1078,"*",12998109,12998116,"R","chr8:51081460-51082537","7CpGs","1077bp",0.55,0.929,0.378,0.3,0.286,0.0366,"U","PXDNL","726908"
"4159","chr8",51213075,51214319,1245,"*",12999043,12999047,"R","chr8:51213075-51214319","4CpGs","1244bp",0.655,0.962,0.307,0.264,0.256,0.0168,"U","PXDNL","595126"
"4160","chr8",51327791,51328834,1044,"*",12999842,12999846,"R","chr8:51327791-51328834","4CpGs","1043bp",0.193,0.613,0.42,0.361,0.314,0.0464,"U","PXDNL","480611"
"4161","chr8",53884560,53884801,242,"*",13021282,13021286,"R","chr8:53884560-53884801","4CpGs","241bp",0.477,0.917,0.439,0.349,0.333,0.0365,"U","RGS20, TCEA1","32765, 137647"
"4162","chr8",56234250,56234438,189,"*",13044185,13044189,"R","chr8:56234250-56234438","4CpGs","188bp",0.423,0.75,0.327,0.29,0.286,0.012,"U","PLAG1, SDR16C5","-22926, 86338"
"4163","chr8",56272339,56272362,24,"*",13044433,13044437,"R","chr8:56272339-56272362","4CpGs","23bp",0.146,0.472,0.326,0.29,0.278,0.0111,"U","PLAG1, SDR16C5","-61015, 48414"
"4164","chr8",57021752,57021767,16,"*",13050060,13050063,"R","chr8:57021752-57021767","3CpGs","15bp",0.55,0.958,0.408,0.344,0.317,0.0245,"U","BPNT2, FAM110B","-27885, -972756"
"4165","chr8",65234618,65234933,316,"*",13108682,13108690,"R","chr8:65234618-65234933","8CpGs","315bp",0.45,0.904,0.454,0.37,0.342,0.0295,"U","CYP7B1, ARMC1","-435881, 399284"
"4166","chr8",65950755,65951458,704,"*",13114645,13114650,"R","chr8:65950755-65951458","5CpGs","703bp",0.1,0.435,0.335,0.293,0.282,0.0135,"U","PDE7A, DNAJC5B","-108433, -70095"
"4167","chr8",66122516,66122860,345,"*",13116123,13116127,"R","chr8:66122516-66122860","4CpGs","344bp",0.0833,0.402,0.318,0.293,0.292,0.007,"U","TRIM55, CRH","9849, 55604"
"4168","chr8",67540843,67541430,588,"*",13130116,13130125,"R","chr8:67540843-67541430","9CpGs","587bp",0,0.642,0.642,0.609,0.607,0.00298,"U","ARFGEF1, CPA6","-197062, 204948"
"4169","chr8",67584879,67585528,650,"*",13130432,13130439,"R","chr8:67584879-67585528","7CpGs","649bp",0.167,0.539,0.372,0.335,0.317,0.0111,"U","ARFGEF1, CPA6","-241098, 160850"
"4170","chr8",67646436,67648197,1762,"*",13130911,13130919,"R","chr8:67646436-67648197","8CpGs","1761bp",0.226,0.767,0.541,0.457,0.433,0.0202,"U","ARFGEF1, CPA6","-302655, 98181"
"4171","chr8",68973324,68973503,180,"*",13139408,13139414,"R","chr8:68973324-68973503","6CpGs","179bp",0.1,0.714,0.614,0.564,0.514,0.0255,"U","C8orf34, SULF1","642369, -493121"
"4172","chr8",69736665,69737953,1289,"*",13145437,13145441,"R","chr8:69736665-69737953","4CpGs","1288bp",0.05,0.367,0.317,0.26,0.233,0.0342,"U","SULF1, SLCO5A1","270041, 97025"
"4173","chr8",69956095,69956106,12,"*",13147663,13147667,"R","chr8:69956095-69956106","4CpGs","11bp",0.583,1,0.417,0.375,0.333,0.0377,"U","SLCO5A1, PRDM14","-121117, 115587"
"4174","chr8",70072621,70072653,33,"*",13149685,13149689,"R","chr8:70072621-70072653","4CpGs","32bp",0.417,0.857,0.44,0.399,0.357,0.034,"U","PRDM14","-928"
"4175","chr8",72479685,72479720,36,"*",13166233,13166236,"R","chr8:72479685-72479720","3CpGs","35bp",0.275,0.633,0.358,0.314,0.3,0.0133,"U","TRPA1, KCNB2","-404101, -57505"
"4176","chr8",72887480,72888985,1506,"*",13168848,13168858,"R","chr8:72887480-72888985","10CpGs","1505bp",0.213,0.611,0.398,0.327,0.306,0.0269,"U","KCNB2, TERF1","350255, -119871"
"4177","chr8",74095843,74096115,273,"*",13180309,13180313,"R","chr8:74095843-74096115","4CpGs","272bp",0.177,0.611,0.434,0.376,0.368,0.0165,"U","LY96, GDAP1","104451, -224498"
"4178","chr8",74289357,74289999,643,"*",13181906,13181913,"R","chr8:74289357-74289999","7CpGs","642bp",0.0833,0.618,0.534,0.465,0.422,0.0263,"U","LY96, GDAP1","297965, -30614"
"4179","chr8",78000187,78000953,767,"*",13203517,13203523,"R","chr8:78000187-78000953","6CpGs","766bp",0.69,1,0.31,0.298,0.286,0.00587,"U","PEX2, PKIA","-999143, -515387"
"4180","chr8",79817525,79818278,754,"*",13214138,13214149,"R","chr8:79817525-79818278","11CpGs","753bp",0.155,0.557,0.403,0.338,0.301,0.0352,"U","HEY1, MRPS28","-49668, 212011"
"4181","chr8",99892528,99892750,223,"*",13359947,13359955,"R","chr8:99892528-99892750","8CpGs","222bp",0.12,0.456,0.336,0.307,0.288,0.0126,"U","VPS13B, COX6C","879262, 957"
"4182","chr8",105881003,105881093,91,"*",13410355,13410361,"R","chr8:105881003-105881093","6CpGs","90bp",0.0278,0.36,0.332,0.261,0.244,0.0372,"U","OXR1","-389051"
"4183","chr8",107232224,107233987,1764,"*",13418648,13418656,"R","chr8:107232224-107233987","8CpGs","1763bp",0.166,0.869,0.703,0.604,0.591,0.0186,"U","ABRA, ANGPT1","-461980, 264068"
"4184","chr8",107280292,107280362,71,"*",13418971,13418976,"R","chr8:107280292-107280362","5CpGs","70bp",0,0.58,0.58,0.561,0.56,0.00119,"U","ABRA, ANGPT1","-510048, 217693"
"4185","chr8",107300993,107302721,1729,"*",13419097,13419103,"R","chr8:107300993-107302721","6CpGs","1728bp",0.087,0.523,0.436,0.371,0.326,0.04,"U","ABRA, ANGPT1","-530749, 195334"
"4186","chr8",107315349,107316782,1434,"*",13419179,13419187,"R","chr8:107315349-107316782","8CpGs","1433bp",0.329,0.837,0.508,0.463,0.444,0.00795,"U","ABRA, ANGPT1","-545105, 181273"
"4187","chr8",107322030,107322594,565,"*",13419214,13419218,"R","chr8:107322030-107322594","4CpGs","564bp",0.134,0.875,0.741,0.618,0.607,0.0274,"U","ABRA, ANGPT1","-551786, 175461"
"4188","chr8",107781879,107781943,65,"*",13422271,13422275,"R","chr8:107781879-107781943","4CpGs","64bp",0.464,0.787,0.322,0.248,0.227,0.0433,"U","ANGPT1, RSPO2","-283824, 301699"
"4189","chr8",108185009,108185502,494,"*",13424840,13424846,"R","chr8:108185009-108185502","6CpGs","493bp",0.45,0.794,0.344,0.295,0.269,0.0252,"U","RSPO2, EMC2","-101367, -258099"
"4190","chr8",108836802,108836879,78,"*",13428635,13428641,"R","chr8:108836802-108836879","6CpGs","77bp",0.293,0.917,0.624,0.509,0.47,0.0294,"U","TMEM74, TRHR","-49208, -249706"
