start,end,chrom,gene_symbol,segment_id,length
155071420,155123077,chrX,BRCC3,chrX:155071420-155123077,51657
104764129,104777764,chr9,NIPSNAP3B,chr9:104764129-104777764,13635
20416514,20417069,chr19,BNIP3P22,chr19:20416514-20417069,555
22140532,22141117,chr19,MTDHP5,chr19:22140532-22141117,585
24098425,24098980,chr19,BNIP3P40,chr19:24098425-24098980,555
16015287,16027462,chr19,LINC00661,chr19:16015287-16027462,12175
38078134,38084184,chr22,SLC16A8,chr22:38078134-38084184,6050
104970593,104991818,chr9,CT70,chr9:104970593-104991818,21225
88915081,88915378,chr2,IGKV7-3,chr2:88915081-88915378,297
38751534,38785002,chr2,GEMIN6,chr2:38751534-38785002,33468
104781006,104928155,chr9,ABCA1,chr9:104781006-104928155,147149
38656636,38673850,chr22,CBY1,chr22:38656636-38673850,17214
50560715,50627474,chr17,CACNA1G,chr17:50560715-50627474,66759
22174766,22175191,chr19,VN1R85P,chr19:22174766-22175191,425
83522814,83523502,chr2,LINC01809,chr2:83522814-83523502,688
35219377,35219604,chr2,SMIM7P1,chr2:35219377-35219604,227
19629476,19643657,chr19,GMIP,chr19:19629476-19643657,14181
84633874,84634635,chr15,EGLN1P1,chr15:84633874-84634635,761
66802875,66873256,chr16,NAE1,chr16:66802875-66873256,70381
43227210,43228855,chr2,LINC01126,chr2:43227210-43228855,1645
70808643,70820599,chr2,CLEC4F,chr2:70808643-70820599,11956
48971803,48973361,chr15,KRT8P24,chr15:48971803-48973361,1558
99098217,99135593,chr15,SYNM,chr15:99098217-99135593,37376
153785766,153794512,chrX,IDH3G,chrX:153785766-153794512,8746
54509812,54539292,chr14,CGRRF1,chr14:54509812-54539292,29480
53532672,53860160,chr2,ASB3,chr2:53532672-53860160,327488
69791872,69813888,chr4,SULT1D1P,chr4:69791872-69813888,22016
159006522,159030195,chr7,LINC00689,chr7:159006522-159030195,23673
69841212,69860145,chr4,SULT1E1,chr4:69841212-69860145,18933
98437162,98547728,chr15,FAM169B,chr15:98437162-98547728,110566
155067034,155072450,chr7,HTR5A-AS1,chr7:155067034-155072450,5416
24598012,24599790,chr6,KRT8P43,chr6:24598012-24599790,1778
24649979,24666930,chr6,TDP2,chr6:24649979-24666930,16951
42500553,42512562,chr22,SERHL,chr22:42500553-42512562,12009
159028175,159144867,chr7,VIPR2,chr7:159028175-159144867,116692
96388214,96389056,chr15,TUBAP12,chr15:96388214-96389056,842
74653437,74713117,chr14,AREL1,chr14:74653437-74713117,59680
51082119,51200252,chr13,C13orf42,chr13:51082119-51200252,118133
92900189,93027996,chr15,CHD2,chr15:92900189-93027996,127807
69931068,69946574,chr4,CSN1S1,chr4:69931068-69946574,15506
24667035,24705065,chr6,ACOT13,chr6:24667035-24705065,38030
13214056,13214219,chr6,RNU1-11P,chr6:13214056-13214219,163
13266542,13328583,chr6,TBC1D7,chr6:13266542-13328583,62041
27221349,27225134,chr22,LINC01638,chr22:27221349-27225134,3785
34129752,34132314,chrX,FAM47A,chrX:34129752-34132314,2562
85003877,85093315,chrX,APOOL,chrX:85003877-85093315,89438
18029385,18037970,chr22,LINC01634,chr22:18029385-18037970,8585
34942270,35673022,chr13,NBEA,chr13:34942270-35673022,730752
26646411,26676475,chr22,MIAT,chr22:26646411-26676475,30064
22128627,22130318,chr19,ZNF92P2,chr19:22128627-22130318,1691
115561174,115650861,chrX,PLS3,chrX:115561174-115650861,89687
23236308,23236851,chr19,BNIP3P38,chr19:23236308-23236851,543
17962079,17963029,chr7,MRM3P2,chr7:17962079-17963029,950
23075210,23147221,chr19,ZNF730,chr19:23075210-23147221,72011
22685167,22686732,chr19,ZNF849P,chr19:22685167-22686732,1565
15602189,15619109,chr5,CTD-2350J17.1,chr5:15602189-15619109,16920
23255053,23257939,chr19,IPO5P1,chr19:23255053-23257939,2886
98392070,98393530,chr5,KRT8P32,chr5:98392070-98393530,1460
19785839,19821751,chr19,ZNF506,chr19:19785839-19821751,35912
68679601,68826833,chr2,ARHGAP25,chr2:68679601-68826833,147232
126663337,126663568,chr5,BOLA3P3,chr5:126663337-126663568,231
7356203,7535873,chr7,COL28A1,chr7:7356203-7535873,179670
109334713,109409974,chr5,PJA2,chr5:109334713-109409974,75261
69639459,69679259,chr5,GUSBP3,chr5:69639459-69679259,39800
19254756,19262804,chr19,HAPLN4,chr19:19254756-19262804,8048
94637285,94639467,chr8,LINC02894,chr8:94637285-94639467,2182
98102344,98117171,chr8,RIDA,chr8:98102344-98117171,14827
22368599,22368952,chr19,RPL34P34,chr19:22368599-22368952,353
116716243,116716650,chr5,RPS17P2,chr5:116716243-116716650,407
22596257,22603550,chr19,GOLGA2P9,chr19:22596257-22603550,7293
72956041,73090522,chr5,FCHO2,chr5:72956041-73090522,134481
32390050,32405560,chr19,DPY19L3-DT,chr19:32390050-32405560,15510
21677550,21678221,chr19,MTDHP3,chr19:21677550-21678221,671
13479724,13506424,chr3,HDAC11,chr3:13479724-13506424,26700
29213235,29216604,chr19,UQCRFS1-DT,chr19:29213235-29216604,3369
23492428,23512656,chr19,ZNF725P,chr19:23492428-23512656,20228
23390605,23402726,chr22,ZDHHC8P1,chr22:23390605-23402726,12121
159231435,159233377,chr7,PIP5K1P2,chr7:159231435-159233377,1942
22974883,23003176,chr19,ZNF728,chr19:22974883-23003176,28293
100150623,100154003,chr8,POLR2K,chr8:100150623-100154003,3380
1022933,1023026,chr7,MIR339,chr7:1022933-1023026,93
5180061,5180162,chr7,RNU6-215P,chr7:5180061-5180162,101
124853417,124857890,chr9,WDR38,chr9:124853417-124857890,4473
6016877,6017011,chr7,SNORA80D,chr7:6016877-6017011,134
6047721,6048023,chr7,RN7SL851P,chr7:6047721-6048023,302
6057500,6057604,chr7,RNU6-218P,chr7:6057500-6057604,104
4788565,4788639,chr7,MIR4656,chr7:4788565-4788639,74
7066964,7067045,chr7,MIR3683,chr7:7066964-7067045,81
21289554,21289998,chr19,VN1R83P,chr19:21289554-21289998,444
12582915,12585404,chr6,LINC02530,chr6:12582915-12585404,2489
123872626,123873932,chrX,XIAP-AS1,chrX:123872626-123873932,1306
7906519,7906624,chr7,RNU6-534P,chr7:7906519-7906624,105
123874459,123874565,chrX,RNU6-122P,chrX:123874459-123874565,106
17121530,17132105,chr22,LINC01664,chr22:17121530-17132105,10575
123878590,123879296,chrX,PARD6BP1,chrX:123878590-123879296,706
69995966,70002570,chr4,STATH,chr4:69995966-70002570,6604
12876684,12876946,chr7,RN7SKP228,chr7:12876684-12876946,262
29002319,29015160,chr19,LINC01532,chr19:29002319-29015160,12841
19705358,19705436,chr7,MIR3146,chr7:19705358-19705436,78
21381363,21381506,chr7,RNU1-15P,chr7:21381363-21381506,143
145382535,145736023,chr6,EPM2A,chr6:145382535-145736023,353488
21471058,21471146,chr7,MIR1183,chr7:21471058-21471146,88
21215537,21215830,chr7,RN7SL542P,chr7:21215537-21215830,293
24132705,24132837,chr7,RNA5SP228,chr7:24132705-24132837,132
23396446,23396516,chr7,SNORD65C,chr7:23396446-23396516,70
123960212,124422664,chrX,STAG2,chrX:123960212-124422664,462452
42555212,42582039,chr22,RRP7BP,chr22:42555212-42582039,26827
24537332,24537438,chr7,RNU6-1103P,chr7:24537332-24537438,106
132410043,132573319,chr9,CFAP77,chr9:132410043-132573319,163276
85744543,85748373,chr8,REXO1L10P,chr8:85744543-85748373,3830
30289794,30289890,chr7,MIR550A1,chr7:30289794-30289890,96
30289794,30289890,chr7,MIR550B1,chr7:30289794-30289890,96
28118113,28118219,chr7,RNU6-979P,chr7:28118113-28118219,106
25949919,25949986,chr7,MIR148A,chr7:25949919-25949986,67
34297496,34297598,chr7,RNU6-438P,chr7:34297496-34297598,102
32732981,32733077,chr7,MIR550A2,chr7:32732981-32733077,96
86342547,86478420,chr8,WWP1,chr8:86342547-86478420,135873
32732981,32733077,chr7,MIR550B2,chr7:32732981-32733077,96
38531042,38531338,chr7,RN7SL83P,chr7:38531042-38531338,296
34753424,34753719,chr7,RN7SL132P,chr7:34753424-34753719,295
39329003,39329134,chr7,SNORA20B,chr7:39329003-39329134,131
36919357,36919432,chr7,MIR1200,chr7:36919357-36919432,75
23123188,23124088,chr19,BNIP3P37,chr19:23123188-23124088,900
37351143,37351242,chr7,RNU6-565P,chr7:37351143-37351242,99
44503773,44503879,chr7,RNU6-1097P,chr7:44503773-44503879,106
21233335,21233652,chr19,RPL36AP51,chr19:21233335-21233652,317
43150895,43150994,chr7,MIR3943,chr7:43150895-43150994,99
43194421,43194482,chr7,RNU7-35P,chr7:43194421-43194482,61
43207762,43207866,chr7,RNU6-575P,chr7:43207762-43207866,104
45104349,45104482,chr7,SNORA5A,chr7:45104349-45104482,133
74713144,74738620,chr14,FCF1,chr14:74713144-74738620,25476
45104906,45105042,chr7,SNORA5C,chr7:45104906-45105042,136
45105968,45106099,chr7,SNORA5B,chr7:45105968-45106099,131
44985378,44985510,chr7,SNORA9,chr7:44985378-44985510,132
53490148,53490439,chr7,RN7SKP218,chr7:53490148-53490439,291
33373685,33382686,chr19,CEBPG,chr19:33373685-33382686,9001
51716657,51716922,chr7,RN7SL292P,chr7:51716657-51716922,265
70050438,70058848,chr4,HTN1,chr4:70050438-70058848,8410
55685977,55686081,chr7,RNU6-389P,chr7:55685977-55686081,104
135521438,135526540,chr9,LCN1,chr9:135521438-135526540,5102
53776136,53776324,chr7,RNU2-29P,chr7:53776136-53776324,188
53366058,53366209,chr7,RNU1-14P,chr7:53366058-53366209,151
56055365,56055502,chr7,SNORA22B,chr7:56055365-56055502,137
82817538,82818061,chr2,MTND6P7,chr2:82817538-82818061,523
71102898,71128753,chr5,NAIPP4,chr5:71102898-71128753,25855
56060470,56060602,chr7,SNORA15,chr7:56060470-56060602,132
50435380,50435486,chr7,RNU6-1091P,chr7:50435380-50435486,106
55789368,55789474,chr7,RNU6-1126P,chr7:55789368-55789474,106
54621025,54621131,chr7,RNU6-1125P,chr7:54621025-54621131,106
56402070,56402173,chr7,RNU6-1052P,chr7:56402070-56402173,103
56340231,56340337,chr7,RNU6-1335P,chr7:56340231-56340337,106
63011463,63011569,chr7,RNU6-417P,chr7:63011463-63011569,106
100050359,100050650,chr5,MTND4LP5,chr5:100050359-100050650,291
66820684,66822570,chr2,DNMT3AP1,chr2:66820684-66822570,1886
65755526,65755659,chr7,SNORA22,chr7:65755526-65755659,133
32972209,32978229,chr19,FAAP24,chr19:32972209-32978229,6020
65760052,65760186,chr7,SNORA15B-2,chr7:65760052-65760186,134
63621090,63621169,chr7,MIR4283-2,chr7:63621090-63621169,79
24330402,24330674,chr2,HMGN2P20,chr2:24330402-24330674,272
65814672,65814775,chr7,RNU6-912P,chr7:65814672-65814775,103
69401202,69401303,chr7,RNU6-229P,chr7:69401202-69401303,101
68723911,68724048,chr7,RNA5SP231,chr7:68723911-68724048,137
67114322,67114397,chr7,MIR4650-1,chr7:67114322-67114397,75
71913738,71913856,chr7,RNA5SP232,chr7:71913738-71913856,118
65859660,65859766,chr7,RNU6-973P,chr7:65859660-65859766,106
46293667,46386697,chr2,EPAS1,chr2:46293667-46386697,93030
69125270,69125376,chr7,RNU6-832P,chr7:69125270-69125376,106
66344303,66344414,chr7,RNU6-313P,chr7:66344303-66344414,111
112707498,112846239,chr5,APC,chr5:112707498-112846239,138741
71307672,71307770,chr7,MIR3914-1,chr7:71307672-71307770,98
71307674,71307768,chr7,MIR3914-2,chr7:71307674-71307768,94
71685452,71685747,chr7,RN7SKP75,chr7:71685452-71685747,295
66980120,66980410,chr7,RN7SL43P,chr7:66980120-66980410,290
79654109,79654227,chr7,RNA5SP234,chr7:79654109-79654227,118
80245926,80246225,chr7,RN7SL869P,chr7:80245926-80246225,299
79912104,79912208,chr7,RNU6-849P,chr7:79912104-79912208,104
70067386,70085290,chr4,CSN1S2AP,chr4:70067386-70085290,17904
80318253,80318544,chr7,RN7SL35P,chr7:80318253-80318544,291
89754620,89754726,chr7,RNU6-274P,chr7:89754620-89754726,106
92701708,92701814,chr7,RNU6-10P,chr7:92701708-92701814,106
123033667,123035665,chr9,GPR21,chr9:123033667-123035665,1998
94801514,94801812,chr7,RN7SKP129,chr7:94801514-94801812,298
93716928,93717005,chr7,MIR4652,chr7:93716928-93717005,77
94495299,94495404,chr7,RNU6-1328P,chr7:94495299-94495404,105
95098227,95098367,chr7,RNU4-16P,chr7:95098227-95098367,140
109130293,109167249,chr9,FRRS1L,chr9:109130293-109167249,36956
94712409,94712511,chr7,RNU6-956P,chr7:94712409-94712511,102
97598933,97599260,chr7,RN7SKP104,chr7:97598933-97599260,327
97963658,97963726,chr7,MIR5692A1,chr7:97963658-97963726,68
97964405,97964481,chr7,MIR5692C2,chr7:97964405-97964481,76
83017898,83018011,chr7,RNA5SP235,chr7:83017898-83018011,113
96330638,96330744,chr7,RNU6-532P,chr7:96330638-96330744,106
96341140,96341246,chr7,RNU6-364P,chr7:96341140-96341246,106
92971002,92971299,chr7,RN7SL7P,chr7:92971002-92971299,297
97998325,97998622,chr7,RN7SL478P,chr7:97998325-97998622,297
96377857,96377920,chr7,RNU7-188P,chr7:96377857-96377920,63
96219662,96219756,chr7,MIR591,chr7:96219662-96219756,94
42364387,42369284,chr22,LINC01315,chr22:42364387-42369284,4897
70133616,70176799,chr4,PRR27,chr4:70133616-70176799,43183
100530362,100530659,chr7,RN7SL416P,chr7:100530362-100530659,297
96940068,96940364,chr7,RN7SL252P,chr7:96940068-96940364,296
101269938,101270041,chr7,RNU6-1104P,chr7:101269938-101270041,103
21800480,21801266,chr19,BRI3BPP1,chr19:21800480-21801266,786
135546126,135549969,chr9,OBP2A,chr9:135546126-135549969,3843
106781600,106781715,chr7,RNA5SP236,chr7:106781600-106781715,115
31149979,31349436,chr19,TSHZ3,chr19:31149979-31349436,199457
102834605,102834708,chr7,RNU6-1136P,chr7:102834605-102834708,103
102857450,102857755,chr7,RN7SKP198,chr7:102857450-102857755,305
115581315,115581442,chr7,SNORA25B,chr7:115581315-115581442,127
49444274,49495003,chr13,SETDB2,chr13:49444274-49495003,50729
120672871,120672975,chr7,RNU6-581P,chr7:120672871-120672975,104
121736443,121736725,chr7,RN7SKP277,chr7:121736443-121736725,282
121083700,121083813,chr7,RNA5SP241,chr7:121083700-121083813,113
128207872,128207943,chr7,MIR129-1,chr7:128207872-128207943,71
121194948,121195057,chr7,RNU6-517P,chr7:121194948-121195057,109
101159473,101159555,chr7,MIR4653,chr7:101159473-101159555,82
128081861,128081960,chr7,MIR593,chr7:128081861-128081960,99
111953653,111953765,chr7,RNA5SP237,chr7:111953653-111953765,112
127058088,127058184,chr7,MIR592,chr7:127058088-127058184,96
129774905,129775014,chr7,MIR183,chr7:129774905-129775014,109
129770383,129770492,chr7,MIR182,chr7:129770383-129770492,109
120005976,120006101,chr7,RNU1-29P,chr7:120005976-120006101,125
74763316,74859435,chr14,YLPM1,chr14:74763316-74859435,96119
129774692,129774769,chr7,MIR96,chr7:129774692-129774769,77
120981426,120981553,chr7,RNA5SP240,chr7:120981426-120981553,127
25448080,25520856,chr22,CRYBB2P1,chr22:25448080-25520856,72776
17468769,17506168,chr19,SLC27A1,chr19:17468769-17506168,37399
130027277,130027397,chr7,RNA5SP245,chr7:130027277-130027397,120
131054886,131054992,chr7,RNU6-1010P,chr7:131054886-131054992,106
130876747,130876810,chr7,MIR29A,chr7:130876747-130876810,63
130877459,130877539,chr7,MIR29B1,chr7:130877459-130877539,80
129756266,129756377,chr7,RNA5SP244,chr7:129756266-129756377,111
133290881,133290988,chr7,MIR6133,chr7:133290881-133290988,107
133034860,133034915,chr7,MIR3654,chr7:133034860-133034915,55
135960703,135960809,chr7,RNU6-223P,chr7:135960703-135960809,106
133082829,133082932,chr7,RNU6-92P,chr7:133082829-133082932,103
135665599,135665702,chr7,RNU6-1154P,chr7:135665599-135665702,103
130602795,130602913,chr7,RNA5SP246,chr7:130602795-130602913,118
140209563,140209671,chr7,RNU6-797P,chr7:140209563-140209671,108
138091254,138091315,chr7,RN7SKP223,chr7:138091254-138091315,61
70028455,70036538,chr4,HTN3,chr4:70028455-70036538,8083
138123758,138123821,chr7,MIR4468,chr7:138123758-138123821,63
139448740,139448843,chr7,RNU6-911P,chr7:139448740-139448843,103
129484504,129484656,chr7,RNU1-72P,chr7:129484504-129484656,152
109690609,109878098,chr6,FIG4,chr6:109690609-109878098,187489
141727984,141728148,chr7,RNU1-82P,chr7:141727984-141728148,164
140241870,140242032,chr7,RNU1-58P,chr7:140241870-140242032,162
141052249,141052409,chr7,RNU4-74P,chr7:141052249-141052409,160
140370441,140370545,chr7,RNA5SP247,chr7:140370441-140370545,104
140386781,140386907,chr7,RNA5SP248,chr7:140386781-140386907,126
44361947,44772592,chr2,CAMKMT,chr2:44361947-44772592,410645
151464650,151464938,chr7,RN7SL76P,chr7:151464650-151464938,288
155181881,155182184,chr7,RN7SKP280,chr7:155181881-155182184,303
49488970,49489364,chr13,SNRPGP14,chr13:49488970-49489364,394
143754628,143754730,chr7,RNU6-267P,chr7:143754628-143754730,102
92883532,93017673,chr8,TRIQK,chr8:92883532-93017673,134141
152757662,152757951,chr7,RN7SL845P,chr7:152757662-152757951,289
158591616,158591696,chr7,MIR5707,chr7:158591616-158591696,80
144849755,144850084,chr7,RN7SKP174,chr7:144849755-144850084,329
130053426,130140169,chr9,GPR107,chr9:130053426-130140169,86743
151433489,151433639,chr7,MIR3907,chr7:151433489-151433639,150
151900275,151900374,chr7,RNU6-604P,chr7:151900275-151900374,99
149125690,149125986,chr7,RN7SL521P,chr7:149125690-149125986,296
157574336,157574422,chr7,MIR153-2,chr7:157574336-157574422,86
158532718,158532813,chr7,MIR595,chr7:158532718-158532813,95
70655541,70681817,chr4,JCHAIN,chr4:70655541-70681817,26276
40126027,40134622,chr7,MPLKIP,chr7:40126027-40134622,8595
49495610,49528981,chr13,PHF11,chr13:49495610-49528981,33371
40151613,40154151,chr7,THUMPD3P1,chr7:40151613-40154151,2538
27919376,28008581,chr22,TTC28-AS1,chr22:27919376-28008581,89205
40538127,40546928,chr7,SUGCT-AS1,chr7:40538127-40546928,8801
34022656,34023427,chr19,RPS4XP20,chr19:34022656-34023427,771
107168961,107202522,chr7,HBP1,chr7:107168961-107202522,33561
38581195,38588463,chr20,ADIG,chr20:38581195-38588463,7268
72728616,72729894,chr16,KRT18P18,chr16:72728616-72729894,1278
73073382,73156721,chr2,RAB11FIP5,chr2:73073382-73156721,83339
76894152,76898144,chr4,SOWAHB,chr4:76894152-76898144,3992
53875252,53875557,chr20,SUMO1P1,chr20:53875252-53875557,305
76958860,76959169,chr4,TXNP6,chr4:76958860-76959169,309
67666814,67668757,chr16,C16orf86,chr16:67666814-67668757,1943
54068408,54068485,chr20,MIR4756,chr20:54068408-54068485,77
77047155,77076309,chr4,CCNI,chr4:77047155-77076309,29154
54153446,54173986,chr20,CYP24A1,chr20:54153446-54173986,20540
34404399,34426168,chr19,PDCD2L,chr19:34404399-34426168,21769
57447425,57461270,chr16,COQ9,chr16:57447425-57461270,13845
39334979,39335939,chr3,HNRNPA1P21,chr3:39334979-39335939,960
46698952,46780245,chr2,SOCS5,chr2:46698952-46780245,81293
6631008,6805479,chr3,GRM7-AS3,chr3:6631008-6805479,174471
15564074,15584709,chr19,CYP4F23P,chr19:15564074-15584709,20635
87031815,87052992,chr2,ANAPC1P2,chr2:87031815-87052992,21177
96756987,96758596,chr15,FAM149B1P1,chr15:96756987-96758596,1609
55051647,55070194,chr14,MAPK1IP1L,chr14:55051647-55070194,18547
77082403,77083126,chr4,RPL7P17,chr4:77082403-77083126,723
77150328,77150437,chr4,RNU6-1187P,chr4:77150328-77150437,109
39399149,39399248,chr4,RNU6-887P,chr4:39399149-39399248,99
42257825,42266185,chr3,CCK,chr3:42257825-42266185,8360
39406930,39451533,chr4,KLB,chr4:39406930-39451533,44603
99251362,99390729,chr15,LRRC28,chr15:99251362-99390729,139367
71037685,71038703,chr2,OR7E46P,chr2:71037685-71038703,1018
113789542,113789807,chr12,DYNLL1P4,chr12:113789542-113789807,265
29921182,29921653,chr19,PPIAP58,chr19:29921182-29921653,471
95402708,95416616,chr2,FAHD2A,chr2:95402708-95416616,13908
32025808,32073809,chr19,LINC01533,chr19:32025808-32073809,48001
106357748,106510198,chr12,POLR3B,chr12:106357748-106510198,152450
55124110,55145423,chr14,LGALS3,chr14:55124110-55145423,21313
39411910,39411974,chr4,MIR5591,chr4:39411910-39411974,64
20701114,20704606,chr22,TMEM191A,chr22:20701114-20704606,3492
30656033,30723932,chr20,ANKRD20A21P,chr20:30656033-30723932,67899
93583222,93594611,chr5,NR2F1,chr5:93583222-93594611,11389
39459004,39485109,chr4,LIAS,chr4:39459004-39485109,26105
30907199,30909155,chr19,LINC01834,chr19:30907199-30909155,1956
38346760,38421348,chr3,XYLB,chr3:38346760-38421348,74588
107470018,107475684,chr7,GPR22,chr7:107470018-107475684,5666
53936777,54070594,chr20,BCAS1,chr20:53936777-54070594,133817
23444262,23445189,chr19,VN1R92P,chr19:23444262-23445189,927
33621953,33773509,chr19,CHST8,chr19:33621953-33773509,151556
113876777,114075920,chr7,PPP1R3A,chr7:113876777-114075920,199143
69976388,69996188,chr16,NPIPB14P,chr16:69976388-69996188,19800
26947039,27066134,chr9,IFT74,chr9:26947039-27066134,119095
76280956,76281267,chr5,PDCD5P2,chr5:76280956-76281267,311
16238587,16295549,chr6,GMPR,chr6:16238587-16295549,56962
111510396,111739726,chr5,STARD4-AS1,chr5:111510396-111739726,229330
93915734,93916682,chr8,MIR378D2HG,chr8:93915734-93916682,948
114613787,114613906,chr7,RNA5SP238,chr7:114613787-114613906,119
22832291,22858667,chr19,ZNF723,chr19:22832291-22858667,26376
114653345,114653455,chr7,MIR3666,chr7:114653345-114653455,110
155356985,155367934,chr7,BLACE,chr7:155356985-155367934,10949
21102984,21122286,chr22,BCRP2,chr22:21102984-21122286,19302
95973041,95973446,chr5,FABP5P5,chr5:95973041-95973446,405
58113592,58129381,chr16,CFAP20,chr16:58113592-58129381,15789
64674853,64675387,chr5,MRPL49P1,chr5:64674853-64675387,534
33299934,33302534,chr19,CEBPA,chr19:33299934-33302534,2600
119006347,119070902,chr5,DMXL1-DT,chr5:119006347-119070902,64555
155458129,155464831,chr7,EN2,chr7:155458129-155464831,6702
93957338,93957691,chr8,RPL34P18,chr8:93957338-93957691,353
95620087,95622142,chr5,GPR150,chr5:95620087-95622142,2055
29528721,29533665,chr6,LINC01015,chr6:29528721-29533665,4944
39854494,39855056,chr7,RWDD4P2,chr7:39854494-39855056,562
85177154,85217158,chr8,E2F5,chr8:85177154-85217158,40004
100052859,100053539,chr5,MTCO2P22,chr5:100052859-100053539,680
39888375,39888664,chr7,RN7SL496P,chr7:39888375-39888664,289
58161197,58161752,chr5,PGAM1P1,chr5:58161197-58161752,555
39947522,39949755,chr7,CDK13-DT,chr7:39947522-39949755,2233
79284132,79284918,chr5,RPS3AP20,chr5:79284132-79284918,786
55148112,55191608,chr14,DLGAP5,chr14:55148112-55191608,43496
70607618,70768225,chr2,ADD2,chr2:70607618-70768225,160607
132963770,132964164,chr5,AFF4-DT,chr5:132963770-132964164,394
40135005,40860763,chr7,SUGCT,chr7:40135005-40860763,725758
29537704,29538787,chr6,GPR53P,chr6:29537704-29538787,1083
29550407,29557721,chr6,OR2I1P,chr6:29550407-29557721,7314
127290796,127465737,chr5,MEGF10,chr5:127290796-127465737,174941
29555515,29559732,chr6,UBD,chr6:29555515-29559732,4217
17159352,17165447,chr22,HDHD5-AS1,chr22:17159352-17165447,6095
85676198,85690073,chr16,GINS2,chr16:85676198-85690073,13875
50756948,50801309,chr22,RPL23AP82,chr22:50756948-50801309,44361
29555629,29633976,chr6,GABBR1,chr6:29555629-29633976,78347
75218988,75226338,chr16,CTRB1,chr16:75218988-75226338,7350
35497220,35513658,chr19,DMKN,chr19:35497220-35513658,16438
35281813,35286009,chr11,SLC1A2-AS1,chr11:35281813-35286009,4196
5903767,5904448,chr11,OR52Q1P,chr11:5903767-5904448,681
5967177,5968494,chr11,OR56A5,chr11:5967177-5968494,1317
101771758,101781989,chr15,GOLGA8VP,chr15:101771758-101781989,10231
5761153,5767465,chr11,OR56B2P,chr11:5761153-5767465,6312
40964667,40979939,chr7,LINC01450,chr7:40964667-40979939,15272
41089539,41133507,chr7,LINC01449,chr7:41089539-41133507,43968
47214465,47239217,chr11,DDB2,chr11:47214465-47239217,24752
82147798,82170224,chr16,MPHOSPH6,chr16:82147798-82170224,22426
141862860,141863737,chr7,OR9A3P,chr7:141862860-141863737,877
46053869,46113928,chr22,MIRLET7BHG,chr22:46053869-46113928,60059
141911217,141911943,chr7,OR9N1P,chr7:141911217-141911943,726
141927357,141947007,chr7,CLEC5A,chr7:141927357-141947007,19650
51238724,51271362,chr12,DAZAP2,chr12:51238724-51271362,32638
84182787,84921844,chr8,RALYL,chr8:84182787-84921844,739057
14611071,14693432,chr9,ZDHHC21,chr9:14611071-14693432,82361
23433518,23435071,chr22,LINC01659,chr22:23433518-23435071,1553
99136323,99251223,chr15,TTC23,chr15:99136323-99251223,114900
21001886,21010342,chr22,THAP7-AS1,chr22:21001886-21010342,8456
127579370,127696027,chr9,STXBP1,chr9:127579370-127696027,116657
57512181,57536571,chr16,CCDC102A,chr16:57512181-57536571,24390
49531946,49585558,chr13,RCBTB1,chr13:49531946-49585558,53612
49414524,49657542,chr22,MIR3667HG,chr22:49414524-49657542,243018
3146519,3159865,chr20,FASTKD5,chr20:3146519-3159865,13346
141972631,141973773,chr7,TAS2R38,chr7:141972631-141973773,1142
55240622,55241080,chr14,COX5AP1,chr14:55240622-55241080,458
141887148,141888092,chr7,OR9A1P,chr7:141887148-141888092,944
55262222,55272075,chr14,FBXO34-AS1,chr14:55262222-55272075,9853
124647719,124647822,chr7,RNU6-102P,chr7:124647719-124647822,103
1092658,1404217,chr3,CNTN6,chr3:1092658-1404217,311559
124743885,124765792,chr7,GPR37,chr7:124743885-124765792,21907
118782926,118833536,chr12,LINC02439,chr12:118782926-118833536,50610
80826074,80892682,chr16,ARLNC1,chr16:80826074-80892682,66608
46684365,46689444,chr20,TP53RK,chr20:46684365-46689444,5079
124777292,124790689,chr7,C7orf77,chr7:124777292-124790689,13397
55271344,55370053,chr14,FBXO34,chr14:55271344-55370053,98709
76721534,76722286,chr12,RPL7P43,chr12:76721534-76722286,752
76968197,76969250,chr7,FDPSP7,chr7:76968197-76969250,1053
63981132,64033100,chr20,PRPF6,chr20:63981132-64033100,51968
51421956,51424611,chr12,SLC4A8-AS1,chr12:51421956-51424611,2655
102196459,102197833,chr12,PMCH,chr12:102196459-102197833,1374
76959835,77043775,chr7,DTX2P1-UPK3BP1-PMS2P11,chr7:76959835-77043775,83940
26512529,26514568,chr22,TFIP11-DT,chr22:26512529-26514568,2039
34560542,34698790,chr20,PIGU,chr20:34560542-34698790,138248
55298644,55299231,chr14,CHMP4BP1,chr14:55298644-55299231,587
76858709,76879023,chr12,CSRP2,chr12:76858709-76879023,20314
55366391,55411830,chr14,ATG14,chr14:55366391-55411830,45439
100165226,100165478,chr8,UFM1P3,chr8:100165226-100165478,252
2159779,2161221,chr11,INS,chr11:2159779-2161221,1442
76978617,77004308,chr7,DTX2P1,chr7:76978617-77004308,25691
43539973,43540927,chr8,CYP4F44P,chr8:43539973-43540927,954
77004662,77005774,chr7,UPK3BP1,chr7:77004662-77005774,1112
77011551,77015853,chr7,PMS2P11,chr7:77011551-77015853,4302
87575598,87576508,chr8,VTA1P2,chr8:87575598-87576508,910
77039944,77043776,chr7,PMS2P9,chr7:77039944-77043776,3832
21139886,21139957,chr13,SNORD27,chr13:21139886-21139957,71
83403758,83408900,chr8,LINC01419,chr8:83403758-83408900,5142
4983718,5073221,chr7,RBAK-RBAKDN,chr7:4983718-5073221,89503
